ISO,Year,Item,SSRi
AFG,2014,Sunflower seed,0.14116379310344826
AFG,2014,Sweet corn frozen,0.0
AFG,2014,Sweet corn prep or preserved,0.0
AFG,2014,Sweet potatoes,0.0
AFG,2014,"Tangerines, mandarins, clementines, satsumas",0.0
AFG,2014,Taro (cocoyam),0.0
AFG,2014,Tea,0.0
AFG,2014,Tomatoes,0.0
AFG,2014,Vanilla,0.0
AFG,2014,"Vegetables, fresh nes",0.9605865791638991
AFG,2014,"Vegetables, leguminous nes",0.0
AFG,2014,"Walnuts, with shell",1.1992178513917646
AFG,2014,Watermelons,0.9562437936427866
AFG,2014,Wheat,0.9855514481677244
AFG,2014,Yams,0.0
AFG,2015,"Almonds, with shell",1.127353884781699
AFG,2015,"Anise, badian, fennel, coriander",10.843373493975903
AFG,2015,Apples,0.0
AFG,2015,Apricots,0.0
AFG,2015,Areca nuts,0.0
AFG,2015,Artichokes,0.0
AFG,2015,Asparagus,0.0
AFG,2015,Avocados,0.0
AFG,2015,Bananas,0.0
AFG,2015,Barley,0.0
AFG,2015,"Beans, dry",0.0
AFG,2015,"Beans, green",0.0
AFG,2015,Berries nes,0.9999597731203992
AFG,2015,"Brazil nuts, with shell",0.0
AFG,2015,"Broad beans, horse beans, dry",0.0
AFG,2015,Buckwheat,0.0
AFG,2015,Cabbages and other brassicas,0.0
AFG,2015,Canary seed,0.0
AFG,2015,Carrots and turnips,-1.0952754293765046e+16
AFG,2015,"Cashew nuts, with shell",0.0
AFG,2015,Castor oil seed,0.0
AFG,2015,Cauliflowers and broccoli,0.0
AFG,2015,Cereals nes,0.0
AFG,2015,Cherries,0.0
AFG,2015,"Cherries, sour",0.0
AFG,2015,Chestnut,0.0
AFG,2015,Chick peas,0.0
AFG,2015,Chicory roots,0.0
AFG,2015,"Chillies and peppers, dry",0.0
AFG,2015,"Chillies and peppers, green",0.0
AFG,2015,Cinnamon (cannella),0.0
AFG,2015,Cloves,0.0
AFG,2015,"Cocoa, beans",0.0
AFG,2015,Coconuts,0.0
AFG,2015,"Coffee, green",0.0
AFG,2015,Cucumbers and gherkins,-3.824817091533214e+16
AFG,2015,Dates,0.0
AFG,2015,Eggplants (aubergines),0.0
AFG,2015,"Eggs, hen, in shell",0.0
AFG,2015,"Eggs, other bird, in shell",0.0
AFG,2015,"Fat, camels",0.0
AFG,2015,"Fat, cattle",0.0
AFG,2015,"Fat, goats",0.0
AFG,2015,"Fat, sheep",0.0
AFG,2015,Figs,0.0
AFG,2015,"Fruit, citrus nes",0.0
AFG,2015,"Fruit, fresh nes",0.9396379452215823
AFG,2015,"Fruit, stone nes",0.0
AFG,2015,"Fruit, tropical fresh nes",0.0
AFG,2015,Garlic,0.0
AFG,2015,Ginger,0.0
AFG,2015,Grapefruit (inc. pomelos),0.0
AFG,2015,Grapes,1.0076852598218624
AFG,2015,"Groundnuts, with shell",0.0
AFG,2015,"Hazelnuts, with shell",0.0
AFG,2015,Hempseed,0.0
AFG,2015,"Honey, natural",0.0
AFG,2015,Kiwi fruit,0.0
AFG,2015,"Leeks, other alliaceous vegetables",0.0
AFG,2015,Lemons and limes,0.0
AFG,2015,Lentils,0.0
AFG,2015,Lettuce and chicory,0.0
AFG,2015,Linseed,0.0
AFG,2015,Maize,0.0
AFG,2015,"Maize, green",0.0
AFG,2015,"Mangoes, mangosteens, guavas",0.0
AFG,2015,Meat nes,0.0
AFG,2015,"Meat, buffalo",0.0
AFG,2015,"Meat, camel",0.0
AFG,2015,"Meat, cattle",0.0
AFG,2015,"Meat, chicken",0.0
AFG,2015,"Meat, duck",0.0
AFG,2015,"Meat, game",0.0
AFG,2015,"Meat, goat",0.0
AFG,2015,"Meat, goose and guinea fowl",0.0
AFG,2015,"Meat, pig",0.0
AFG,2015,"Meat, rabbit",0.0
AFG,2015,"Meat, sheep",0.9985349086196209
AFG,2015,"Meat, turkey",0.0
AFG,2015,"Melons, other (inc.cantaloupes)",1.0187104367679642
AFG,2015,Melonseed,0.0
AFG,2015,"Milk, whole fresh camel",0.0
AFG,2015,"Milk, whole fresh cow",0.9865069579933099
AFG,2015,"Milk, whole fresh goat",0.0
AFG,2015,"Milk, whole fresh sheep",0.0
AFG,2015,Millet,0.0
AFG,2015,Mushrooms and truffles,0.0
AFG,2015,Mustard seed,0.0
AFG,2015,"Nutmeg, mace and cardamoms",0.0
AFG,2015,Nuts nes,35.86956521739119
AFG,2015,Oats,0.0
AFG,2015,Offals nes,0.0
AFG,2015,"Offals, edible, camels",0.0
AFG,2015,"Offals, edible, cattle",0.9103665956799514
AFG,2015,"Offals, edible, goats",0.0
AFG,2015,"Offals, liver chicken",0.0
AFG,2015,"Offals, liver geese",0.0
AFG,2015,"Offals, liver turkeys",0.0
AFG,2015,"Offals, pigs, edible",0.0
AFG,2015,"Offals, sheep,edible",0.0
AFG,2015,Oilseeds nes,0.0
AFG,2015,Olives,0.0
AFG,2015,"Onions, dry",0.9920277174703296
AFG,2015,Oranges,0.6984262016163335
AFG,2015,Papayas,0.0
AFG,2015,Peaches and nectarines,0.9999642026132092
AFG,2015,Pears,0.9758826934207988
AFG,2015,"Peas, dry",0.0
AFG,2015,"Peas, green",0.0
AFG,2015,Pepper (piper spp.),0.0
AFG,2015,Persimmons,0.0
AFG,2015,Pigeon peas,0.0
AFG,2015,Pineapples,0.0
AFG,2015,Pistachios,2.205314009661836
AFG,2015,Plantains and others,0.0
AFG,2015,Plums and sloes,1.0017096580683864
AFG,2015,Poppy seed,0.0
AFG,2015,Potatoes,0.633421913802307
AFG,2015,Pulses nes,0.967965066143148
AFG,2015,"Pumpkins, squash and gourds",0.0
AFG,2015,Quinces,0.0
AFG,2015,Quinoa,0.0
AFG,2015,Rapeseed,0.0
AFG,2015,Raspberries,0.0
AFG,2015,"Rice, paddy",0.0
AFG,2015,Roots and tubers nes,0.0
AFG,2015,Rye,0.0
AFG,2015,Safflower seed,0.0
AFG,2015,Sesame seed,2.4119996985000376
AFG,2015,Sorghum,0.0
AFG,2015,Soybeans,0.0
AFG,2015,Spices nes,0.020242914979757082
AFG,2015,Spinach,0.0
AFG,2015,Strawberries,0.0
AFG,2015,Sugar beet,1.0006678539626002
AFG,2015,Sugar cane,0.0
AFG,2015,Sunflower seed,0.1125
AFG,2015,Sweet corn frozen,0.0
AFG,2015,Sweet corn prep or preserved,0.0
AFG,2015,Sweet potatoes,0.0
AFG,2015,"Tangerines, mandarins, clementines, satsumas",0.0
AFG,2015,Taro (cocoyam),0.0
AFG,2015,Tea,0.0
AFG,2015,Tomatoes,inf
AFG,2015,"Vegetables, fresh nes",1.00893500777782
AFG,2015,"Vegetables, leguminous nes",0.0
AFG,2015,"Walnuts, with shell",0.0
AFG,2015,Watermelons,0.0
AFG,2015,Wheat,0.9635970462590671
AFG,2015,Yams,0.0
AFG,2016,"Almonds, with shell",1.2725898946063237
AFG,2016,"Anise, badian, fennel, coriander",1.7177680441820606
AFG,2016,Apples,0.8205583638100118
AFG,2016,Apricots,0.0
AFG,2016,Areca nuts,0.0
AFG,2016,Artichokes,0.0
AFG,2016,Asparagus,0.0
AFG,2016,Avocados,0.0
AFG,2016,Bananas,0.0
AFG,2016,Barley,0.9485198231517822
AFG,2016,"Beans, dry",0.0
AFG,2016,"Beans, green",inf
AFG,2016,Berries nes,1.0
AFG,2016,"Brazil nuts, with shell",0.0
AFG,2016,"Broad beans, horse beans, dry",0.0
AFG,2016,Buckwheat,0.0
AFG,2016,Cabbages and other brassicas,0.0
AFG,2016,Canary seed,0.0
AFG,2016,Carrots and turnips,1.4355278734190134e+16
AFG,2016,"Cashew nuts, with shell",0.0
AFG,2016,Castor oil seed,0.0
AFG,2016,Cauliflowers and broccoli,0.0
AFG,2016,Cereals nes,0.0
AFG,2016,Cherries,inf
AFG,2016,"Cherries, sour",0.0
AFG,2016,Chestnut,0.0
AFG,2016,Chick peas,0.0
AFG,2016,Chicory roots,0.0
AFG,2016,"Chillies and peppers, dry",0.0
AFG,2016,"Chillies and peppers, green",0.0
AFG,2016,Cinnamon (cannella),0.0
AFG,2016,Cloves,0.0
AFG,2016,"Cocoa, beans",0.0
AFG,2016,Coconuts,0.0
AFG,2016,"Coffee, green",0.0
AFG,2016,Cucumbers and gherkins,6587640354936193.0
AFG,2016,Dates,0.0
AFG,2016,Eggplants (aubergines),0.0
AFG,2016,"Eggs, hen, in shell",0.0
AFG,2016,"Eggs, other bird, in shell",0.0
AFG,2016,"Fat, camels",0.0
AFG,2016,"Fat, cattle",0.0
AFG,2016,"Fat, goats",0.0
AFG,2016,"Fat, sheep",0.0
AFG,2016,Figs,0.0
AFG,2016,"Fruit, citrus nes",0.0
AFG,2016,"Fruit, fresh nes",0.9891045092089478
AFG,2016,"Fruit, stone nes",0.0
AFG,2016,"Fruit, tropical fresh nes",0.0
AFG,2016,Garlic,0.0
AFG,2016,Ginger,0.0
AFG,2016,Grapefruit (inc. pomelos),0.0
AFG,2016,Grapes,1.1432132656195875
AFG,2016,"Groundnuts, with shell",0.0
AFG,2016,"Hazelnuts, with shell",0.0
AFG,2016,Hempseed,0.0
AFG,2016,"Honey, natural",0.9518652226233453
AFG,2016,Kiwi fruit,0.0
AFG,2016,"Leeks, other alliaceous vegetables",0.0
AFG,2016,Lemons and limes,0.0
AFG,2016,Lentils,0.0
AFG,2016,Lettuce and chicory,0.0
AFG,2016,Linseed,0.0033541628377136553
AFG,2016,Maize,0.9779031529270008
AFG,2016,"Maize, green",0.0
AFG,2016,"Mangoes, mangosteens, guavas",0.0
AFG,2016,Maté,0.0
AFG,2016,Meat nes,0.0
AFG,2016,"Meat, buffalo",0.0
AFG,2016,"Meat, camel",0.0
AFG,2016,"Meat, cattle",0.0
AFG,2016,"Meat, chicken",0.0
AFG,2016,"Meat, duck",0.0
AFG,2016,"Meat, game",0.0
AFG,2016,"Meat, goat",0.0
AFG,2016,"Meat, goose and guinea fowl",0.0
AFG,2016,"Meat, pig",0.0
AFG,2016,"Meat, sheep",0.0
AFG,2016,"Meat, turkey",0.0
AFG,2016,"Melons, other (inc.cantaloupes)",1.006168987324162
AFG,2016,Melonseed,0.0
AFG,2016,"Milk, whole fresh camel",0.0
AFG,2016,"Milk, whole fresh cow",0.0
AFG,2016,"Milk, whole fresh goat",0.0
AFG,2016,"Milk, whole fresh sheep",0.0
AFG,2016,Millet,0.0
AFG,2016,Mushrooms and truffles,0.0
AFG,2016,Mustard seed,0.0
AFG,2016,"Nutmeg, mace and cardamoms",0.0
AFG,2016,Nuts nes,1.0532407407407407
AFG,2016,Oats,0.0
AFG,2016,Offals nes,0.0
AFG,2016,"Offals, edible, camels",0.0
AFG,2016,"Offals, edible, cattle",0.8676060472625863
AFG,2016,"Offals, edible, goats",0.0
AFG,2016,"Offals, liver chicken",0.0
AFG,2016,"Offals, liver geese",0.0
AFG,2016,"Offals, liver turkeys",0.0
AFG,2016,"Offals, sheep,edible",0.0
AFG,2016,Oilseeds nes,0.0
AFG,2016,Olives,0.0
AFG,2016,"Onions, dry",0.9168457435791217
AFG,2016,Oranges,0.531733543141883
AFG,2016,Papayas,-2.0
AFG,2016,Peaches and nectarines,1.1311802527529378
AFG,2016,Pears,2.3154630039875945
AFG,2016,"Peas, dry",0.0
AFG,2016,"Peas, green",0.0
AFG,2016,Pepper (piper spp.),0.0
AFG,2016,Persimmons,0.0
AFG,2016,Pigeon peas,0.0
AFG,2016,Pineapples,0.0
AFG,2016,Pistachios,0.7219123505976095
AFG,2016,Plantains and others,0.0
AFG,2016,Plums and sloes,1.0024378352023402
AFG,2016,Poppy seed,0.0
AFG,2016,Potatoes,0.7445530944965463
AFG,2016,Pulses nes,0.8225194913445215
AFG,2016,"Pumpkins, squash and gourds",0.0
AFG,2016,Quinces,0.0
AFG,2016,Quinoa,0.0
AFG,2016,Rapeseed,0.0
AFG,2016,Raspberries,0.0
AFG,2016,"Rice, paddy",0.9999775642014399
AFG,2016,Roots and tubers nes,0.0
AFG,2016,Rye,0.0
AFG,2016,Safflower seed,0.0
AFG,2016,Sesame seed,1.9142190584435004
AFG,2016,Sorghum,0.0
AFG,2016,Soybeans,0.0
AFG,2016,Spices nes,0.028985507246376812
AFG,2016,Spinach,0.0
AFG,2016,Strawberries,inf
AFG,2016,Sugar beet,0.0
AFG,2016,Sugar cane,0.0
AFG,2016,Sunflower seed,0.14345193035579107
AFG,2016,Sweet corn frozen,0.0
AFG,2016,Sweet corn prep or preserved,0.0
AFG,2016,Sweet potatoes,0.0
AFG,2016,"Tangerines, mandarins, clementines, satsumas",0.0
AFG,2016,Taro (cocoyam),0.0
AFG,2016,Tea,0.0
AFG,2016,Tomatoes,inf
AFG,2016,Vanilla,0.0
AFG,2016,"Vegetables, fresh nes",0.9613396851164903
AFG,2016,"Vegetables, leguminous nes",0.0
AFG,2016,"Walnuts, with shell",1.6130230255013616
AFG,2016,Watermelons,0.9962246233576592
AFG,2016,Wheat,0.9463034085004871
AFG,2016,Yams,0.0
AFG,2017,"Almonds, with shell",1.406897618311166
AFG,2017,"Anise, badian, fennel, coriander",1.7850162866449513
AFG,2017,Apples,1.1107302892976376
AFG,2017,Apricots,1.055947193027429
AFG,2017,Areca nuts,0.0
AFG,2017,Artichokes,0.0
AFG,2017,Asparagus,0.0
AFG,2017,Avocados,0.0
AFG,2017,Bananas,0.0
AFG,2017,Barley,0.0
AFG,2017,"Beans, dry",0.0
AFG,2017,"Beans, green",0.0
AFG,2017,Berries nes,1.0
AFG,2017,"Brazil nuts, with shell",0.0
AFG,2017,"Broad beans, horse beans, dry",0.0
AFG,2017,Buckwheat,0.0
AFG,2017,Cabbages and other brassicas,0.0
AFG,2017,Canary seed,0.0
AFG,2017,Carrots and turnips,0.0
AFG,2017,"Cashew nuts, with shell",0.0
AFG,2017,Castor oil seed,0.0
AFG,2017,Cauliflowers and broccoli,0.0
AFG,2017,Cereals nes,0.0
AFG,2017,Cherries,0.0
AFG,2017,"Cherries, sour",0.0
AFG,2017,Chestnut,0.0
AFG,2017,Chick peas,0.0
AFG,2017,Chicory roots,0.0
AFG,2017,"Chillies and peppers, dry",0.0
AFG,2017,"Chillies and peppers, green",0.0
AFG,2017,Cinnamon (cannella),0.0
AFG,2017,Cloves,0.0
AFG,2017,"Cocoa, beans",0.0
AFG,2017,Coconuts,0.0
AFG,2017,"Coffee, green",0.0
AFG,2017,Cucumbers and gherkins,1.4014076140470142e+16
AFG,2017,Dates,0.0
AFG,2017,Eggplants (aubergines),0.0
AFG,2017,"Eggs, hen, in shell",0.0
AFG,2017,"Eggs, other bird, in shell",0.0
AFG,2017,"Fat, camels",0.0
AFG,2017,"Fat, cattle",0.0
AFG,2017,"Fat, goats",0.0
AFG,2017,"Fat, sheep",0.0
AFG,2017,Figs,0.0
AFG,2017,"Fruit, citrus nes",0.0
AFG,2017,"Fruit, fresh nes",1.3550474047355097
AFG,2017,"Fruit, stone nes",0.0
AFG,2017,"Fruit, tropical fresh nes",0.0
AFG,2017,Garlic,0.0
AFG,2017,Ginger,0.0
AFG,2017,Grapefruit (inc. pomelos),0.0
AFG,2017,Grapes,1.22200684685248
AFG,2017,"Groundnuts, with shell",0.0
AFG,2017,"Hazelnuts, with shell",0.0
AFG,2017,Hempseed,0.0
AFG,2017,"Honey, natural",0.9790605546123372
AFG,2017,Kiwi fruit,0.0
AFG,2017,"Leeks, other alliaceous vegetables",0.0
AFG,2017,Lemons and limes,0.0
AFG,2017,Lentils,0.0
AFG,2017,Lettuce and chicory,-1.882504644240867e+16
AFG,2017,Linseed,0.0
AFG,2017,Maize,0.9173202803989724
AFG,2017,"Maize, green",0.0
AFG,2017,"Mangoes, mangosteens, guavas",0.0
AFG,2017,Meat nes,0.0
AFG,2017,"Meat, buffalo",0.0
AFG,2017,"Meat, camel",0.0
AFG,2017,"Meat, cattle",0.0
AFG,2017,"Meat, chicken",0.0
AFG,2017,"Meat, duck",0.0
AFG,2017,"Meat, game",0.0
AFG,2017,"Meat, goat",0.0
AFG,2017,"Meat, goose and guinea fowl",0.0
AFG,2017,"Meat, pig",0.0
AFG,2017,"Meat, rabbit",0.0
AFG,2017,"Meat, sheep",0.9990421198692986
AFG,2017,"Meat, turkey",0.0
AFG,2017,"Melons, other (inc.cantaloupes)",1.0089957469611253
AFG,2017,Melonseed,0.0
AFG,2017,"Milk, whole fresh camel",0.0
AFG,2017,"Milk, whole fresh cow",0.0
AFG,2017,"Milk, whole fresh goat",0.0
AFG,2017,"Milk, whole fresh sheep",0.0
AFG,2017,Millet,0.0
AFG,2017,Mushrooms and truffles,0.0
AFG,2017,Mustard seed,0.0
AFG,2017,"Nutmeg, mace and cardamoms",0.0
AFG,2017,Nuts nes,0.9700511322132944
AFG,2017,Oats,0.0
AFG,2017,Offals nes,0.0
AFG,2017,"Offals, edible, camels",0.0
AFG,2017,"Offals, edible, cattle",0.0
AFG,2017,"Offals, edible, goats",0.0
AFG,2017,"Offals, liver chicken",0.0
AFG,2017,"Offals, liver geese",0.0
AFG,2017,"Offals, liver turkeys",0.0
AFG,2017,"Offals, sheep,edible",0.0
AFG,2017,Oilseeds nes,0.0
AFG,2017,Olives,0.0
AFG,2017,"Onions, dry",0.6997669643977054
AFG,2017,Oranges,0.25151008867754787
AFG,2017,Peaches and nectarines,0.999726112439973
AFG,2017,Pears,1.0052345343303875
AFG,2017,"Peas, dry",0.0
AFG,2017,"Peas, green",0.0
AFG,2017,Pepper (piper spp.),0.0
AFG,2017,Persimmons,0.0
AFG,2017,Pigeon peas,0.0
AFG,2017,Pineapples,0.0
AFG,2017,Pistachios,1.1541066892464016
AFG,2017,Plantains and others,0.0
AFG,2017,Plums and sloes,1.001534981418646
AFG,2017,Poppy seed,0.0
AFG,2017,Potatoes,0.5758886991182022
AFG,2017,Pulses nes,0.49824388777281237
AFG,2017,"Pumpkins, squash and gourds",0.0
AFG,2017,Quinces,0.0
AFG,2017,Quinoa,0.0
AFG,2017,Rapeseed,0.0
AFG,2017,Raspberries,0.0
AFG,2017,"Rice, paddy",0.0
AFG,2017,Roots and tubers nes,0.0
AFG,2017,Rye,0.0
AFG,2017,Safflower seed,0.0
AFG,2017,Sesame seed,1.7996738091220967
AFG,2017,Sorghum,0.0
AFG,2017,Soybeans,0.0
AFG,2017,Spices nes,0.02017937219730942
AFG,2017,Spinach,0.0
AFG,2017,Strawberries,0.0
AFG,2017,Sugar beet,0.0
AFG,2017,Sugar cane,0.9949845109898214
AFG,2017,Sunflower seed,0.04437093646629405
AFG,2017,Sweet corn frozen,0.0
AFG,2017,Sweet corn prep or preserved,0.0
AFG,2017,Sweet potatoes,0.0
AFG,2017,"Tangerines, mandarins, clementines, satsumas",0.0
AFG,2017,Taro (cocoyam),0.0
AFG,2017,Tea,0.0
AFG,2017,Tomatoes,0.0
AFG,2017,Vanilla,0.0
AFG,2017,"Vegetables, fresh nes",0.9741568988278593
AFG,2017,"Vegetables, leguminous nes",0.0
AFG,2017,"Walnuts, with shell",0.0
AFG,2017,Watermelons,0.9944227348813941
AFG,2017,Wheat,0.8549896780708538
AFG,2017,Yams,0.0
AFG,2018,"Almonds, with shell",1.338870948916469
AFG,2018,"Anise, badian, fennel, coriander",2.06193885668826
AFG,2018,Apples,1.0558780347888652
AFG,2018,Apricots,0.0
AFG,2018,Areca nuts,0.0
AFG,2018,Artichokes,0.0
AFG,2018,Asparagus,0.0
AFG,2018,Avocados,0.0
AFG,2018,Bambara beans,0.0
AFG,2018,Bananas,0.0
AFG,2018,Barley,0.7739521570231037
AFG,2018,"Beans, dry",0.0
AFG,2018,"Beans, green",0.0
AFG,2018,Berries nes,1.0007812859046832
AFG,2018,"Brazil nuts, with shell",0.0
AFG,2018,"Broad beans, horse beans, dry",0.0
AFG,2018,Buckwheat,0.0
AFG,2018,Cabbages and other brassicas,0.0
AFG,2018,Canary seed,0.0
AFG,2018,Carrots and turnips,0.0
AFG,2018,"Cashew nuts, with shell",0.0
AFG,2018,Cassava leaves,0.0
AFG,2018,Castor oil seed,0.0
AFG,2018,Cauliflowers and broccoli,0.0
AFG,2018,Cereals nes,0.0
AFG,2018,Cherries,0.0
AFG,2018,"Cherries, sour",0.0
AFG,2018,Chestnut,0.0
AFG,2018,Chick peas,0.0
AFG,2018,Chicory roots,0.0
AFG,2018,"Chillies and peppers, dry",0.0
AFG,2018,"Chillies and peppers, green",0.0
AFG,2018,Cinnamon (cannella),0.0
AFG,2018,Cloves,0.0
AFG,2018,"Cocoa, beans",0.0
AFG,2018,Coconuts,0.0
AFG,2018,"Coffee, green",0.0
AFG,2018,"Cow peas, dry",0.0
AFG,2018,Cucumbers and gherkins,-1.0637502319849112e+16
AFG,2018,Dates,0.0
AFG,2018,Eggplants (aubergines),0.0
AFG,2018,"Eggs, hen, in shell",0.0
AFG,2018,"Eggs, other bird, in shell",0.0
AFG,2018,"Fat, camels",0.0
AFG,2018,"Fat, cattle",0.0
AFG,2018,"Fat, goats",0.0
AFG,2018,"Fat, sheep",0.0
AFG,2018,Figs,1.0003294350189427
AFG,2018,"Fruit, citrus nes",0.0
AFG,2018,"Fruit, fresh nes",0.0
AFG,2018,"Fruit, stone nes",0.0
AFG,2018,"Fruit, tropical fresh nes",0.0
AFG,2018,Garlic,0.0
AFG,2018,Ginger,0.0
AFG,2018,Grapefruit (inc. pomelos),0.0
AFG,2018,Grapes,1.255357473163202
AFG,2018,"Groundnuts, with shell",0.0
AFG,2018,"Hazelnuts, with shell",0.0
AFG,2018,Hempseed,0.0
AFG,2018,"Honey, natural",0.9660138248847925
AFG,2018,Kiwi fruit,0.0
AFG,2018,"Leeks, other alliaceous vegetables",0.0
AFG,2018,Lemons and limes,0.0
AFG,2018,Lentils,0.0
AFG,2018,Lettuce and chicory,0.0
AFG,2018,Linseed,0.0
AFG,2018,Maize,0.0
AFG,2018,"Maize, green",0.0
AFG,2018,"Mangoes, mangosteens, guavas",0.0
AFG,2018,Maté,0.0
AFG,2018,Meat nes,0.0
AFG,2018,"Meat, buffalo",0.0
AFG,2018,"Meat, camel",0.0
AFG,2018,"Meat, cattle",0.0
AFG,2018,"Meat, chicken",0.5483852572753711
AFG,2018,"Meat, duck",0.0
AFG,2018,"Meat, game",0.0
AFG,2018,"Meat, goat",0.0
AFG,2018,"Meat, goose and guinea fowl",0.0
