ISO,Year,Item,FLOi
AFG,2014,"Almonds, with shell",1.474
AFG,2014,"Anise, badian, fennel, coriander",0.0
AFG,2014,Apples,7.487
AFG,2014,Apricots,2.7
AFG,2014,Areca nuts,0.0
AFG,2014,Artichokes,0.0
AFG,2014,Asparagus,0.0
AFG,2014,Avocados,0.0
AFG,2014,Bananas,0.0
AFG,2014,Barley,77.0
AFG,2014,"Beans, dry",0.0
AFG,2014,"Beans, green",0.0
AFG,2014,Berries nes,2.079
AFG,2014,"Brazil nuts, with shell",0.0
AFG,2014,"Broad beans, horse beans, dry",0.0
AFG,2014,Buckwheat,0.0
AFG,2014,Cabbages and other brassicas,0.0
AFG,2014,Canary seed,0.0
AFG,2014,Carrots and turnips,0.0
AFG,2014,"Cashew nuts, with shell",0.0
AFG,2014,Castor oil seed,0.0
AFG,2014,Cauliflowers and broccoli,0.0
AFG,2014,Cereals nes,0.0
AFG,2014,Cherries,0.0
AFG,2014,"Cherries, sour",0.0
AFG,2014,Chick peas,0.0
AFG,2014,Chicory roots,0.0
AFG,2014,"Chillies and peppers, dry",0.0
AFG,2014,"Chillies and peppers, green",0.0
AFG,2014,Cinnamon (cannella),0.0
AFG,2014,Cloves,0.0
AFG,2014,"Cocoa, beans",0.0
AFG,2014,Coconuts,0.0
AFG,2014,"Coffee, green",0.0
AFG,2014,Cucumbers and gherkins,0.0
AFG,2014,Dates,0.0
AFG,2014,Eggplants (aubergines),0.0
AFG,2014,"Eggs, hen, in shell",5.9110000000000005
AFG,2014,"Eggs, other bird, in shell",0.0
AFG,2014,"Fat, camels",0.0
AFG,2014,"Fat, cattle",0.303
AFG,2014,"Fat, goats",0.0
AFG,2014,"Fat, sheep",0.0
AFG,2014,Figs,0.511
AFG,2014,"Fruit, citrus nes",0.251
AFG,2014,"Fruit, fresh nes",5.308
AFG,2014,"Fruit, stone nes",2.347
AFG,2014,"Fruit, tropical fresh nes",0.0
AFG,2014,Garlic,0.0
AFG,2014,Ginger,0.0
AFG,2014,Grapefruit (inc. pomelos),0.0
AFG,2014,Grapes,37.436
AFG,2014,"Groundnuts, with shell",0.0
AFG,2014,"Hazelnuts, with shell",0.0
AFG,2014,Hempseed,0.0
AFG,2014,"Honey, natural",0.10200000000000001
AFG,2014,Kiwi fruit,0.0
AFG,2014,"Leeks, other alliaceous vegetables",0.0
AFG,2014,Lemons and limes,0.0
AFG,2014,Lentils,0.0
AFG,2014,Lettuce and chicory,0.0
AFG,2014,Linseed,0.188
AFG,2014,Maize,47.0
AFG,2014,"Maize, green",0.0
AFG,2014,"Mangoes, mangosteens, guavas",0.0
AFG,2014,Meat nes,0.0
AFG,2014,"Meat, buffalo",0.0
AFG,2014,"Meat, camel",0.0
AFG,2014,"Meat, cattle",0.0
AFG,2014,"Meat, chicken",0.0
AFG,2014,"Meat, duck",0.0
AFG,2014,"Meat, game",0.0
AFG,2014,"Meat, goat",0.0
AFG,2014,"Meat, goose and guinea fowl",0.0
AFG,2014,"Meat, pig",0.0
AFG,2014,"Meat, rabbit",0.0
AFG,2014,"Meat, sheep",0.0
AFG,2014,"Meat, turkey",0.0
AFG,2014,"Melons, other (inc.cantaloupes)",41.184
AFG,2014,Melonseed,0.0
AFG,2014,"Milk, whole fresh camel",0.0
AFG,2014,"Milk, whole fresh cow",46.117000000000004
AFG,2014,"Milk, whole fresh goat",9.779
AFG,2014,"Milk, whole fresh sheep",6.077
AFG,2014,Millet,0.189
AFG,2014,Mushrooms and truffles,0.0
AFG,2014,Mustard seed,0.0
AFG,2014,"Nutmeg, mace and cardamoms",0.0
AFG,2014,Nuts nes,0.07
AFG,2014,Oats,0.0
AFG,2014,Offals nes,0.0
AFG,2014,"Offals, edible, camels",0.0
AFG,2014,"Offals, edible, cattle",2.1670000000000003
AFG,2014,"Offals, edible, goats",0.75
AFG,2014,"Offals, liver chicken",0.0
AFG,2014,"Offals, liver geese",0.0
AFG,2014,"Offals, liver turkeys",0.0
