ISO,Year,Item,SVi
BEN,2014,Plums and sloes,0.0
BEN,2014,Poppy seed,0.0
BEN,2014,Potatoes,-0.06
BEN,2014,Pulses nes,2.633
BEN,2014,Rapeseed,-0.011
BEN,2014,"Rice, paddy",-8.762
BEN,2014,Roots and tubers nes,0.0
BEN,2014,Rye,0.0
BEN,2014,Sesame seed,-1.78
BEN,2014,Sorghum,-9.087
BEN,2014,Soybeans,14.086
BEN,2014,Spices nes,-0.005
BEN,2014,Strawberries,0.0
BEN,2014,Sugar beet,0.0
BEN,2014,Sugar cane,0.0
BEN,2014,Sunflower seed,0.025
BEN,2014,Sweet corn frozen,0.0
BEN,2014,Sweet corn prep or preserved,-0.009000000000000001
BEN,2014,Sweet potatoes,-12.105
BEN,2014,"Tangerines, mandarins, clementines, satsumas",0.0
BEN,2014,Taro (cocoyam),-0.291
BEN,2014,Tea,-0.005
BEN,2014,Tomatoes,0.0
BEN,2014,Vanilla,0.0
BEN,2014,"Vegetables, fresh nes",0.0
BEN,2014,"Vegetables, leguminous nes",0.0
BEN,2014,"Walnuts, with shell",0.0
BEN,2014,Wheat,0.0
BEN,2014,Yams,580.0
BEN,2015,"Almonds, with shell",1.944
BEN,2015,"Anise, badian, fennel, coriander",0.0
BEN,2015,Apples,0.0
BEN,2015,Apricots,0.0
BEN,2015,Bananas,0.0
BEN,2015,"Beans, dry",15.106
BEN,2015,"Beans, green",0.0
BEN,2015,"Brazil nuts, with shell",0.0
BEN,2015,Cabbages and other brassicas,0.0
BEN,2015,"Cashew nuts, with shell",3.134
BEN,2015,Cassava,0.0
BEN,2015,Castor oil seed,-0.046
BEN,2015,Cereals nes,0.0
BEN,2015,Cherries,0.0
BEN,2015,Chick peas,-0.003
BEN,2015,"Chillies and peppers, dry",9.839
BEN,2015,"Chillies and peppers, green",0.0
BEN,2015,Cinnamon (cannella),0.012
BEN,2015,Cloves,0.0
BEN,2015,"Cocoa, beans",0.0
BEN,2015,Coconuts,0.0
BEN,2015,"Coffee, green",0.0
BEN,2015,Cucumbers and gherkins,0.0
BEN,2015,Dates,0.0
BEN,2015,"Eggs, hen, in shell",0.0
BEN,2015,"Eggs, other bird, in shell",0.0
BEN,2015,"Fat, cattle",0.0
BEN,2015,"Fat, goats",0.0
BEN,2015,"Fat, pigs",0.0
BEN,2015,"Fat, sheep",0.0
BEN,2015,Fonio,-0.01
BEN,2015,"Fruit, citrus nes",0.0
BEN,2015,"Fruit, fresh nes",0.0
BEN,2015,Garlic,0.0
BEN,2015,Ginger,0.14
BEN,2015,Grapefruit (inc. pomelos),0.0
BEN,2015,Grapes,0.0
BEN,2015,"Groundnuts, with shell",-8.0
BEN,2015,"Hazelnuts, with shell",0.0
BEN,2015,"Honey, natural",0.018000000000000002
BEN,2015,Karite nuts (sheanuts),0.0
BEN,2015,Kola nuts,-0.04
BEN,2015,"Leeks, other alliaceous vegetables",0.0
BEN,2015,Lemons and limes,0.0
BEN,2015,Lentils,0.163
BEN,2015,Lettuce and chicory,0.0
BEN,2015,Maize,0.0
BEN,2015,"Maize, green",0.0
BEN,2015,"Mangoes, mangosteens, guavas",0.0
BEN,2015,Maté,0.0
BEN,2015,Meat nes,0.0
BEN,2015,"Meat, cattle",3.73
BEN,2015,"Meat, chicken",-6.517
BEN,2015,"Meat, duck",0.095
BEN,2015,"Meat, game",-0.596
BEN,2015,"Meat, goat",-0.429
BEN,2015,"Meat, goose and guinea fowl",0.0
BEN,2015,"Meat, pig",0.186
BEN,2015,"Meat, rabbit",-0.006
BEN,2015,"Meat, sheep",-0.195
BEN,2015,"Meat, turkey",-9.925
BEN,2015,"Melons, other (inc.cantaloupes)",0.0
BEN,2015,Melonseed,0.0
BEN,2015,"Milk, whole fresh cow",0.0
BEN,2015,"Milk, whole fresh goat",0.0
BEN,2015,Millet,0.0
BEN,2015,Mushrooms and truffles,0.0
BEN,2015,Mustard seed,0.0
BEN,2015,Nuts nes,-0.17400000000000002
BEN,2015,Offals nes,0.0
BEN,2015,"Offals, edible, buffaloes",0.0
BEN,2015,"Offals, edible, cattle",0.0
BEN,2015,"Offals, edible, goats",0.0
BEN,2015,"Offals, liver duck",0.0
BEN,2015,"Offals, pigs, edible",0.0
BEN,2015,"Offals, sheep,edible",0.0
BEN,2015,Oil palm fruit,112.763
BEN,2015,Oilseeds nes,-0.203
BEN,2015,Okra,0.0
BEN,2015,Olives,0.0
BEN,2015,"Onions, dry",0.0
BEN,2015,"Onions, shallots, green",0.0
BEN,2015,Oranges,0.0
BEN,2015,Peaches and nectarines,0.0
BEN,2015,Pears,0.0
BEN,2015,"Peas, dry",0.0
BEN,2015,"Peas, green",0.0
BEN,2015,Pepper (piper spp.),-0.001
BEN,2015,Pineapples,0.0
BEN,2015,Pistachios,0.0
BEN,2015,Plantains and others,0.0
BEN,2015,Plums and sloes,0.0
BEN,2015,Poppy seed,0.0
BEN,2015,Potatoes,0.597
BEN,2015,Pulses nes,3.322
BEN,2015,Rapeseed,0.0
BEN,2015,"Rice, paddy",19.693
BEN,2015,Roots and tubers nes,0.0
BEN,2015,Rye,0.0
BEN,2015,Sesame seed,0.0
BEN,2015,"Snails, not sea",0.0
BEN,2015,Sorghum,0.0
BEN,2015,Soybeans,45.784
BEN,2015,Spices nes,0.0
BEN,2015,Strawberries,0.0
BEN,2015,Sugar beet,0.0
BEN,2015,Sugar cane,0.0
BEN,2015,Sunflower seed,-0.001
BEN,2015,Sweet corn frozen,0.007
BEN,2015,Sweet corn prep or preserved,0.0
BEN,2015,Sweet potatoes,-0.864
BEN,2015,"Tangerines, mandarins, clementines, satsumas",0.0
BEN,2015,Taro (cocoyam),0.0
BEN,2015,Tea,0.14300000000000002
BEN,2015,Tomatoes,0.0
BEN,2015,Vanilla,-0.001
BEN,2015,"Vegetables, fresh nes",0.0
BEN,2015,"Vegetables, leguminous nes",0.0
BEN,2015,"Walnuts, with shell",0.0
BEN,2015,Wheat,10.0
BEN,2015,Yams,-160.809
BEN,2016,"Almonds, with shell",3.507
BEN,2016,"Anise, badian, fennel, coriander",0.0
BEN,2016,Apples,0.0
BEN,2016,Apricots,0.0
BEN,2016,Bananas,0.0
BEN,2016,"Beans, dry",14.659
BEN,2016,"Beans, green",0.0
BEN,2016,"Brazil nuts, with shell",0.0
BEN,2016,Cabbages and other brassicas,0.0
BEN,2016,"Cashew nuts, with shell",-6.09
BEN,2016,Cassava,0.0
BEN,2016,Castor oil seed,-0.037
BEN,2016,Cereals nes,0.0
BEN,2016,Cherries,0.0
BEN,2016,Chick peas,0.0
BEN,2016,"Chillies and peppers, dry",19.888
BEN,2016,"Chillies and peppers, green",0.0
BEN,2016,Cinnamon (cannella),0.0
BEN,2016,Cloves,0.0
BEN,2016,"Cocoa, beans",0.0
BEN,2016,Coconuts,0.0
BEN,2016,"Coffee, green",0.0
BEN,2016,Cucumbers and gherkins,0.0
BEN,2016,Dates,0.0
BEN,2016,"Eggs, hen, in shell",0.0
BEN,2016,"Fat, cattle",0.0
BEN,2016,"Fat, goats",0.0
BEN,2016,"Fat, pigs",0.0
BEN,2016,"Fat, sheep",0.0
BEN,2016,Fonio,0.0
BEN,2016,"Fruit, citrus nes",0.0
BEN,2016,"Fruit, fresh nes",0.0
BEN,2016,Garlic,0.0
BEN,2016,Ginger,0.334
BEN,2016,Grapefruit (inc. pomelos),0.0
BEN,2016,Grapes,0.0
BEN,2016,"Groundnuts, with shell",-3.0
BEN,2016,"Honey, natural",0.0
BEN,2016,Karite nuts (sheanuts),0.0
BEN,2016,Kola nuts,-0.047
BEN,2016,"Leeks, other alliaceous vegetables",0.0
BEN,2016,Lemons and limes,0.0
BEN,2016,Lentils,-0.019
BEN,2016,Lettuce and chicory,0.0
BEN,2016,Maize,13.913
BEN,2016,"Mangoes, mangosteens, guavas",0.0
BEN,2016,Maté,0.0
BEN,2016,Meat nes,0.0
BEN,2016,"Meat, cattle",3.353
BEN,2016,"Meat, chicken",-27.464000000000002
BEN,2016,"Meat, duck",0.0
BEN,2016,"Meat, game",0.0
BEN,2016,"Meat, goat",0.0
BEN,2016,"Meat, goose and guinea fowl",0.0
BEN,2016,"Meat, pig",0.107
BEN,2016,"Meat, rabbit",0.003
BEN,2016,"Meat, sheep",0.0
BEN,2016,"Meat, turkey",0.0
BEN,2016,"Melons, other (inc.cantaloupes)",0.0
BEN,2016,Melonseed,0.0
BEN,2016,"Milk, whole fresh cow",0.0
BEN,2016,"Milk, whole fresh goat",0.0
BEN,2016,Millet,0.0
BEN,2016,Mushrooms and truffles,0.0
BEN,2016,Mustard seed,0.0
BEN,2016,Nuts nes,0.0
BEN,2016,Offals nes,0.0
BEN,2016,"Offals, edible, buffaloes",0.0
BEN,2016,"Offals, edible, cattle",0.0
BEN,2016,"Offals, edible, goats",0.0
BEN,2016,"Offals, liver duck",0.0
BEN,2016,"Offals, pigs, edible",0.0
BEN,2016,"Offals, sheep,edible",0.0
BEN,2016,Oil palm fruit,45.248
BEN,2016,Oilseeds nes,0.0
BEN,2016,Okra,0.0
BEN,2016,"Onions, dry",0.0
BEN,2016,"Onions, shallots, green",0.0
BEN,2016,Oranges,0.0
BEN,2016,Peaches and nectarines,0.0
BEN,2016,Pears,0.0
BEN,2016,"Peas, dry",0.07100000000000001
BEN,2016,"Peas, green",0.0
BEN,2016,Pepper (piper spp.),0.0
BEN,2016,Pigeon peas,0.0
BEN,2016,Pineapples,0.0
BEN,2016,Pistachios,0.0
BEN,2016,Plums and sloes,0.0
BEN,2016,Poppy seed,0.0
BEN,2016,Potatoes,0.095
BEN,2016,Pulses nes,1.7510000000000001
BEN,2016,Rapeseed,0.0
BEN,2016,"Rice, paddy",15.683
BEN,2016,Roots and tubers nes,0.0
BEN,2016,Rye,0.004
BEN,2016,Safflower seed,0.0
BEN,2016,Sesame seed,0.0
BEN,2016,"Snails, not sea",0.0
BEN,2016,Sorghum,0.0
BEN,2016,Soybeans,56.282000000000004
BEN,2016,Spices nes,0.41400000000000003
BEN,2016,Sugar beet,0.0
BEN,2016,Sugar cane,0.0
BEN,2016,Sunflower seed,-0.001
BEN,2016,Sweet corn frozen,-0.007
BEN,2016,Sweet corn prep or preserved,0.0
BEN,2016,Sweet potatoes,0.0
BEN,2016,"Tangerines, mandarins, clementines, satsumas",0.0
BEN,2016,Taro (cocoyam),0.0
BEN,2016,Tea,0.48
BEN,2016,Tomatoes,0.0
BEN,2016,Vanilla,0.0
BEN,2016,"Vegetables, fresh nes",0.0
BEN,2016,"Vegetables, leguminous nes",0.0
BEN,2016,"Walnuts, with shell",0.0
BEN,2016,Wheat,-10.0
BEN,2016,Yams,0.0
BEN,2017,"Almonds, with shell",0.5700000000000001
BEN,2017,"Anise, badian, fennel, coriander",0.0
BEN,2017,Apples,0.0
BEN,2017,Apricots,0.0
BEN,2017,Bananas,0.0
BEN,2017,"Beans, dry",17.313
BEN,2017,"Beans, green",0.0
BEN,2017,"Brazil nuts, with shell",0.0
BEN,2017,Cabbages and other brassicas,0.0
BEN,2017,"Cashew nuts, with shell",-10.238
BEN,2017,Cassava,0.0
BEN,2017,Castor oil seed,-0.004
BEN,2017,Cereals nes,0.0
BEN,2017,Cherries,0.0
BEN,2017,Chick peas,0.0
BEN,2017,"Chillies and peppers, dry",-1.866
BEN,2017,"Chillies and peppers, green",0.0
BEN,2017,Cinnamon (cannella),-0.001
BEN,2017,Cloves,0.0
BEN,2017,"Cocoa, beans",0.0
BEN,2017,Coconuts,0.0
BEN,2017,"Coffee, green",0.0
BEN,2017,"Cow peas, dry",0.0
BEN,2017,Cucumbers and gherkins,0.0
BEN,2017,Dates,0.0
BEN,2017,"Eggs, hen, in shell",0.0
BEN,2017,"Eggs, other bird, in shell",0.0
BEN,2017,"Fat, cattle",0.0
BEN,2017,"Fat, goats",0.0
BEN,2017,"Fat, pigs",0.0
BEN,2017,"Fat, sheep",0.0
BEN,2017,Fonio,0.0
BEN,2017,"Fruit, citrus nes",0.0
BEN,2017,"Fruit, fresh nes",0.0
BEN,2017,Garlic,0.0
BEN,2017,Ginger,0.03
BEN,2017,Grapefruit (inc. pomelos),0.0
BEN,2017,Grapes,0.0
BEN,2017,"Groundnuts, with shell",0.0
BEN,2017,"Honey, natural",-0.001
BEN,2017,Karite nuts (sheanuts),0.0
BEN,2017,Kola nuts,-0.003
BEN,2017,"Leeks, other alliaceous vegetables",0.0
BEN,2017,Lemons and limes,0.0
BEN,2017,Lentils,0.221
BEN,2017,Lettuce and chicory,0.0
BEN,2017,Linseed,0.0
BEN,2017,Maize,75.48
BEN,2017,"Maize, green",0.0
BEN,2017,"Mangoes, mangosteens, guavas",0.0
BEN,2017,Maté,0.0
BEN,2017,Meat nes,0.0
BEN,2017,"Meat, cattle",2.966
BEN,2017,"Meat, chicken",0.0
BEN,2017,"Meat, duck",0.0
BEN,2017,"Meat, game",0.0
BEN,2017,"Meat, goat",0.0
BEN,2017,"Meat, goose and guinea fowl",0.0
BEN,2017,"Meat, pig",0.08700000000000001
BEN,2017,"Meat, rabbit",-0.003
BEN,2017,"Meat, sheep",0.0
BEN,2017,"Meat, turkey",0.0
BEN,2017,"Melons, other (inc.cantaloupes)",0.0
BEN,2017,Melonseed,0.0
BEN,2017,"Milk, whole fresh cow",0.0
BEN,2017,"Milk, whole fresh goat",0.0
BEN,2017,Millet,0.0
BEN,2017,Mushrooms and truffles,0.0
BEN,2017,Mustard seed,0.008
BEN,2017,"Nutmeg, mace and cardamoms",0.0
BEN,2017,Nuts nes,0.0
BEN,2017,Offals nes,0.0
BEN,2017,"Offals, edible, buffaloes",0.0
BEN,2017,"Offals, edible, cattle",0.0
BEN,2017,"Offals, edible, goats",0.0
BEN,2017,"Offals, liver duck",0.0
BEN,2017,"Offals, pigs, edible",0.0
BEN,2017,"Offals, sheep,edible",0.0
BEN,2017,Oil palm fruit,12.553
BEN,2017,Oilseeds nes,0.0
BEN,2017,Okra,0.0
BEN,2017,"Onions, dry",0.0
BEN,2017,"Onions, shallots, green",0.0
BEN,2017,Oranges,0.0
BEN,2017,Papayas,0.0
BEN,2017,Peaches and nectarines,0.0
BEN,2017,Pears,0.0
BEN,2017,"Peas, dry",0.028
BEN,2017,"Peas, green",0.0
BEN,2017,Pepper (piper spp.),0.0
BEN,2017,Pineapples,0.0
BEN,2017,Pistachios,0.0
BEN,2017,Plums and sloes,0.0
BEN,2017,Poppy seed,0.0
BEN,2017,Potatoes,1.8800000000000001
BEN,2017,Pulses nes,1.851
BEN,2017,Rapeseed,0.0
BEN,2017,"Rice, paddy",15.851
BEN,2017,Roots and tubers nes,0.0
BEN,2017,Rye,0.0
BEN,2017,Sesame seed,0.0
BEN,2017,Sorghum,10.0
BEN,2017,Soybeans,78.261
BEN,2017,Spices nes,-0.14
BEN,2017,Strawberries,0.0
BEN,2017,Sugar cane,0.0
BEN,2017,Sunflower seed,-0.001
BEN,2017,Sweet corn frozen,0.003
BEN,2017,Sweet corn prep or preserved,0.0
BEN,2017,Sweet potatoes,38.827
BEN,2017,"Tangerines, mandarins, clementines, satsumas",0.0
BEN,2017,Taro (cocoyam),0.0
BEN,2017,Tea,0.048
BEN,2017,Tomatoes,0.0
BEN,2017,Vanilla,0.0
BEN,2017,"Vegetables, fresh nes",0.0
BEN,2017,"Vegetables, leguminous nes",0.0
BEN,2017,"Walnuts, with shell",0.0
BEN,2017,Wheat,10.0
BEN,2017,Yams,0.0
BEN,2018,"Almonds, with shell",10.0
BEN,2018,"Anise, badian, fennel, coriander",0.0
BEN,2018,Apples,0.0
BEN,2018,Apricots,0.0
BEN,2018,Artichokes,0.0
BEN,2018,Bananas,0.0
BEN,2018,"Beans, dry",43.858000000000004
BEN,2018,"Beans, green",0.0
BEN,2018,"Brazil nuts, with shell",0.0
BEN,2018,Cabbages and other brassicas,0.0
BEN,2018,"Cashew nuts, with shell",-1.7870000000000001
BEN,2018,Cassava,0.0
BEN,2018,Castor oil seed,0.0
BEN,2018,Cauliflowers and broccoli,0.0
BEN,2018,Cereals nes,0.0
BEN,2018,Cherries,0.0
BEN,2018,Chestnut,0.0
BEN,2018,Chick peas,0.016
BEN,2018,"Chillies and peppers, dry",-23.887
BEN,2018,"Chillies and peppers, green",0.0
BEN,2018,Cinnamon (cannella),0.0
BEN,2018,Cloves,0.003
BEN,2018,"Cocoa, beans",0.0
BEN,2018,Coconuts,0.0
BEN,2018,"Coffee, green",0.0
BEN,2018,"Cow peas, dry",0.0
BEN,2018,Cucumbers and gherkins,0.0
BEN,2018,Dates,0.0
BEN,2018,"Eggs, hen, in shell",0.0
BEN,2018,"Fat, cattle",0.0
BEN,2018,"Fat, goats",0.0
BEN,2018,"Fat, pigs",0.0
BEN,2018,"Fat, sheep",0.0
BEN,2018,Figs,0.0
BEN,2018,Fonio,0.0
BEN,2018,"Fruit, citrus nes",0.0
BEN,2018,"Fruit, fresh nes",0.0
BEN,2018,Garlic,0.0
BEN,2018,Ginger,0.0
BEN,2018,Grapefruit (inc. pomelos),0.0
BEN,2018,Grapes,0.0
BEN,2018,"Groundnuts, with shell",6.0
BEN,2018,"Honey, natural",0.0
BEN,2018,Karite nuts (sheanuts),0.0
BEN,2018,Kiwi fruit,0.0
BEN,2018,Kola nuts,0.0
BEN,2018,"Leeks, other alliaceous vegetables",0.0
BEN,2018,Lemons and limes,0.0
BEN,2018,Lentils,-0.016
BEN,2018,Lettuce and chicory,0.0
BEN,2018,Maize,96.386
BEN,2018,"Mangoes, mangosteens, guavas",0.0
BEN,2018,Maté,0.0
BEN,2018,Meat nes,0.0
BEN,2018,"Meat, cattle",2.977
BEN,2018,"Meat, chicken",0.0
BEN,2018,"Meat, duck",0.0
BEN,2018,"Meat, game",0.0
BEN,2018,"Meat, goat",0.0
BEN,2018,"Meat, goose and guinea fowl",0.0
BEN,2018,"Meat, pig",-0.308
BEN,2018,"Meat, rabbit",0.0
BEN,2018,"Meat, sheep",0.0
BEN,2018,"Meat, turkey",0.0
BEN,2018,"Melons, other (inc.cantaloupes)",0.0
BEN,2018,Melonseed,0.0
BEN,2018,"Milk, whole fresh cow",0.0
BEN,2018,"Milk, whole fresh goat",0.0
BEN,2018,Millet,0.0
BEN,2018,Mushrooms and truffles,0.0
BEN,2018,Mustard seed,0.0
BEN,2018,"Nutmeg, mace and cardamoms",0.0
BEN,2018,Nuts nes,1.447
BEN,2018,Offals nes,0.0
BEN,2018,"Offals, edible, buffaloes",0.0
BEN,2018,"Offals, edible, cattle",0.0
BEN,2018,"Offals, edible, goats",0.0
BEN,2018,"Offals, liver duck",0.0
BEN,2018,"Offals, liver geese",0.0
BEN,2018,"Offals, pigs, edible",0.0
BEN,2018,"Offals, sheep,edible",0.0
BEN,2018,Oil palm fruit,-26.478
BEN,2018,Oilseeds nes,0.0
BEN,2018,Okra,0.0
BEN,2018,"Onions, dry",0.0
BEN,2018,"Onions, shallots, green",0.0
BEN,2018,Oranges,0.0
BEN,2018,Papayas,0.0
BEN,2018,Peaches and nectarines,0.0
BEN,2018,Pears,0.0
BEN,2018,"Peas, dry",0.0
BEN,2018,"Peas, green",0.0
BEN,2018,Pepper (piper spp.),0.0
BEN,2018,Pigeon peas,0.0
BEN,2018,Pineapples,0.0
BEN,2018,Pistachios,0.0
BEN,2018,Plums and sloes,0.0
BEN,2018,Poppy seed,0.0
BEN,2018,Potatoes,1.479
BEN,2018,Pulses nes,2.87
BEN,2018,Quinces,0.0
BEN,2018,Quinoa,0.0
BEN,2018,Rapeseed,0.0
BEN,2018,Raspberries,0.0
BEN,2018,"Rice, paddy",17.925
BEN,2018,Roots and tubers nes,0.0
BEN,2018,Rye,0.0
BEN,2018,Sesame seed,0.0
BEN,2018,Sorghum,158.0
BEN,2018,Soybeans,121.312
BEN,2018,Spices nes,-0.273
BEN,2018,Strawberries,0.0
BEN,2018,Sugar cane,0.0
BEN,2018,Sunflower seed,-0.001
BEN,2018,Sweet corn frozen,-0.003
BEN,2018,Sweet corn prep or preserved,0.0
BEN,2018,Sweet potatoes,-15.135
BEN,2018,"Tangerines, mandarins, clementines, satsumas",0.0
BEN,2018,Taro (cocoyam),0.0
BEN,2018,Tea,-0.729
BEN,2018,Tomatoes,0.0
BEN,2018,Vanilla,0.0
BEN,2018,"Vegetables, fresh nes",0.0
BEN,2018,"Vegetables, leguminous nes",0.0
BEN,2018,"Walnuts, with shell",0.0
BEN,2018,Wheat,10.0
BEN,2018,Yams,-242.05700000000002
BEN,2018,Yautia (cocoyam),0.0
BFA,2014,"Almonds, with shell",-0.07100000000000001
BFA,2014,"Anise, badian, fennel, coriander",-0.001
BFA,2014,Apples,0.168
BFA,2014,Apricots,0.0
BFA,2014,Artichokes,0.0
BFA,2014,Asparagus,0.0
BFA,2014,Avocados,0.0
BFA,2014,Bambara beans,5.976
BFA,2014,Bananas,0.0
BFA,2014,Barley,0.0
BFA,2014,"Beans, dry",0.0
BFA,2014,"Beans, green",0.0
BFA,2014,"Brazil nuts, with shell",0.0
BFA,2014,"Broad beans, horse beans, dry",0.0
BFA,2014,Cabbages and other brassicas,0.0
BFA,2014,Carrots and turnips,0.0
BFA,2014,"Cashew nuts, with shell",7.547000000000001
BFA,2014,Cassava,0.0
BFA,2014,Cauliflowers and broccoli,0.0
BFA,2014,Cereals nes,0.0
BFA,2014,Cherries,0.0
BFA,2014,Chestnut,0.0
BFA,2014,Chick peas,-0.073
BFA,2014,"Chillies and peppers, dry",0.0
BFA,2014,"Chillies and peppers, green",0.0
BFA,2014,Cinnamon (cannella),0.0
BFA,2014,Cloves,0.0
BFA,2014,"Cocoa, beans",0.0
BFA,2014,Coconuts,0.0
BFA,2014,"Coffee, green",0.0
BFA,2014,"Cow peas, dry",0.0
BFA,2014,Cucumbers and gherkins,0.0
BFA,2014,Dates,0.0
BFA,2014,Eggplants (aubergines),0.0
BFA,2014,"Eggs, hen, in shell",0.0
BFA,2014,"Fat, camels",0.0
BFA,2014,"Fat, cattle",0.0
BFA,2014,"Fat, goats",0.0
BFA,2014,"Fat, pigs",0.0
BFA,2014,"Fat, sheep",0.0
BFA,2014,Figs,0.0
BFA,2014,Fonio,-0.341
BFA,2014,"Fruit, citrus nes",0.0
BFA,2014,"Fruit, fresh nes",0.0
BFA,2014,"Fruit, tropical fresh nes",0.0
BFA,2014,Garlic,0.0
BFA,2014,Ginger,0.0
BFA,2014,Grapefruit (inc. pomelos),0.0
BFA,2014,Grapes,0.0
BFA,2014,"Groundnuts, with shell",-9.0
BFA,2014,"Hazelnuts, with shell",0.0
BFA,2014,"Honey, natural",-0.001
BFA,2014,Karite nuts (sheanuts),19.047
BFA,2014,Kiwi fruit,0.0
BFA,2014,Kola nuts,-2.412
BFA,2014,"Leeks, other alliaceous vegetables",0.0
BFA,2014,Lemons and limes,0.0
BFA,2014,Lentils,-0.109
BFA,2014,Lettuce and chicory,0.0
BFA,2014,Linseed,0.0
BFA,2014,Maize,20.0
BFA,2014,"Mangoes, mangosteens, guavas",0.0
BFA,2014,Meat nes,0.0
BFA,2014,"Meat, ass",-0.6960000000000001
BFA,2014,"Meat, camel",-0.022
BFA,2014,"Meat, cattle",0.0
BFA,2014,"Meat, chicken",-4.758
BFA,2014,"Meat, duck",0.0
BFA,2014,"Meat, game",-0.466
BFA,2014,"Meat, goat",0.751
BFA,2014,"Meat, goose and guinea fowl",0.0
BFA,2014,"Meat, horse",-0.032
BFA,2014,"Meat, pig",6.067
BFA,2014,"Meat, sheep",0.043000000000000003
BFA,2014,"Meat, turkey",0.0
BFA,2014,Melonseed,0.0
BFA,2014,"Milk, whole fresh camel",0.0
BFA,2014,"Milk, whole fresh cow",0.0
BFA,2014,"Milk, whole fresh goat",0.0
BFA,2014,"Milk, whole fresh sheep",0.0
BFA,2014,Millet,0.0
BFA,2014,Mushrooms and truffles,0.0
BFA,2014,Mustard seed,0.0
BFA,2014,"Nutmeg, mace and cardamoms",0.0
BFA,2014,Offals nes,0.0
BFA,2014,"Offals, edible, camels",0.0
BFA,2014,"Offals, edible, cattle",0.0
BFA,2014,"Offals, edible, goats",0.0
BFA,2014,"Offals, horses",0.0
BFA,2014,"Offals, liver chicken",0.0
BFA,2014,"Offals, liver geese",0.0
BFA,2014,"Offals, liver turkeys",0.0
BFA,2014,"Offals, pigs, edible",0.0
BFA,2014,"Offals, sheep,edible",0.0
BFA,2014,Oilseeds nes,0.248
BFA,2014,Okra,0.0
BFA,2014,Olives,0.0
BFA,2014,"Onions, shallots, green",0.0
BFA,2014,Oranges,0.0
BFA,2014,Papayas,0.0
BFA,2014,Pears,0.0
BFA,2014,"Peas, dry",0.446
BFA,2014,"Peas, green",0.0
BFA,2014,Pepper (piper spp.),-0.002
BFA,2014,Pigeon peas,0.0
BFA,2014,Pineapples,0.0
BFA,2014,Pistachios,0.0
BFA,2014,Plantains and others,0.0
BFA,2014,Plums and sloes,0.0
BFA,2014,Poppy seed,0.0
BFA,2014,Potatoes,1.341
BFA,2014,Pulses nes,-1.215
BFA,2014,"Pumpkins, squash and gourds",0.0
BFA,2014,Quinoa,0.0
BFA,2014,Rapeseed,0.0
BFA,2014,"Rice, paddy",20.0
BFA,2014,Roots and tubers nes,0.0
BFA,2014,Rye,0.0
BFA,2014,Sesame seed,134.40200000000002
BFA,2014,Sorghum,3.0
BFA,2014,Soybeans,-4.066
BFA,2014,Spices nes,-0.322
BFA,2014,Sugar beet,0.0
BFA,2014,Sugar cane,0.0
BFA,2014,Sunflower seed,0.0
BFA,2014,Sweet corn frozen,0.0
BFA,2014,Sweet corn prep or preserved,-0.006
BFA,2014,Sweet potatoes,-33.51
BFA,2014,"Tangerines, mandarins, clementines, satsumas",0.0
BFA,2014,Tea,0.9430000000000001
BFA,2014,Tomatoes,0.0
BFA,2014,Vanilla,0.0
BFA,2014,"Vegetables, fresh nes",0.0
BFA,2014,"Vegetables, leguminous nes",0.0
BFA,2014,Watermelons,0.0
BFA,2014,Wheat,0.0
BFA,2014,Yams,-18.315
BFA,2015,"Almonds, with shell",-0.073
BFA,2015,"Anise, badian, fennel, coriander",0.0
BFA,2015,Apples,0.971
BFA,2015,Apricots,0.0
BFA,2015,Artichokes,0.0
BFA,2015,Asparagus,0.0
BFA,2015,Avocados,0.0
BFA,2015,Bambara beans,6.662
BFA,2015,Bananas,0.0
BFA,2015,Barley,0.0
BFA,2015,"Beans, dry",0.0
BFA,2015,"Beans, green",0.0
BFA,2015,"Brazil nuts, with shell",0.0
BFA,2015,"Broad beans, horse beans, dry",0.0
BFA,2015,Cabbages and other brassicas,0.0
BFA,2015,Carrots and turnips,0.0
BFA,2015,"Cashew nuts, with shell",-3.469
BFA,2015,Cassava,0.0
BFA,2015,Cauliflowers and broccoli,0.0
BFA,2015,Cereals nes,0.0
BFA,2015,Cherries,0.0
BFA,2015,Chestnut,0.0
BFA,2015,Chick peas,0.738
BFA,2015,"Chillies and peppers, dry",0.0
BFA,2015,"Chillies and peppers, green",0.0
BFA,2015,Cinnamon (cannella),0.0
BFA,2015,Cloves,0.0
BFA,2015,"Cocoa, beans",0.0
BFA,2015,Coconuts,0.0
BFA,2015,"Coffee, green",0.0
BFA,2015,"Cow peas, dry",-20.0
BFA,2015,Cucumbers and gherkins,0.0
BFA,2015,Dates,0.0
BFA,2015,Eggplants (aubergines),0.0
BFA,2015,"Eggs, hen, in shell",0.0
BFA,2015,"Eggs, other bird, in shell",0.0
BFA,2015,"Fat, camels",0.0
BFA,2015,"Fat, cattle",0.0
BFA,2015,"Fat, goats",0.0
BFA,2015,"Fat, pigs",0.0
BFA,2015,"Fat, sheep",0.0
BFA,2015,Figs,0.0
BFA,2015,Fonio,-0.41000000000000003
BFA,2015,"Fruit, citrus nes",0.0
BFA,2015,"Fruit, fresh nes",0.0
BFA,2015,"Fruit, tropical fresh nes",0.0
BFA,2015,Garlic,0.0
