ISO,Year,TLA
ECU,2009,24836.0
ECU,2010,24836.0
ECU,2011,24836.0
ECU,2012,24836.0
ECU,2013,24836.0
ECU,2014,24836.0
ECU,2015,24836.0
ECU,2016,24836.0
ECU,2017,24836.0
ECU,2018,24836.0
EGY,1961,99545.0
EGY,1962,99545.0
EGY,1963,99545.0
EGY,1964,99545.0
EGY,1965,99545.0
EGY,1966,99545.0
EGY,1967,99545.0
EGY,1968,99545.0
EGY,1969,99545.0
EGY,1970,99545.0
EGY,1971,99545.0
EGY,1972,99545.0
EGY,1973,99545.0
EGY,1974,99545.0
EGY,1975,99545.0
EGY,1976,99545.0
EGY,1977,99545.0
EGY,1978,99545.0
EGY,1979,99545.0
EGY,1980,99545.0
EGY,1981,99545.0
EGY,1982,99545.0
EGY,1983,99545.0
EGY,1984,99545.0
EGY,1985,99545.0
EGY,1986,99545.0
EGY,1987,99545.0
EGY,1988,99545.0
EGY,1989,99545.0
EGY,1990,99545.0
EGY,1991,99545.0
EGY,1992,99545.0
EGY,1993,99545.0
EGY,1994,99545.0
EGY,1995,99545.0
EGY,1996,99545.0
EGY,1997,99545.0
EGY,1998,99545.0
EGY,1999,99545.0
EGY,2000,99545.0
EGY,2001,99545.0
EGY,2002,99545.0
EGY,2003,99545.0
EGY,2004,99545.0
EGY,2005,99545.0
EGY,2006,99545.0
EGY,2007,99545.0
EGY,2008,99545.0
EGY,2009,99545.0
EGY,2010,99545.0
EGY,2011,99545.0
EGY,2012,99545.0
EGY,2013,99545.0
EGY,2014,99545.0
EGY,2015,99545.0
EGY,2016,99545.0
EGY,2017,99545.0
EGY,2018,99545.0
ERI,1993,10100.0
ERI,1994,10100.0
ERI,1995,10100.0
ERI,1996,10100.0
ERI,1997,10100.0
ERI,1998,10100.0
ERI,1999,10100.0
ERI,2000,10100.0
ERI,2001,10100.0
ERI,2002,10100.0
ERI,2003,10100.0
ERI,2004,10100.0
ERI,2005,10100.0
ERI,2006,10100.0
ERI,2007,10100.0
ERI,2008,10100.0
ERI,2009,10100.0
ERI,2010,10100.0
ERI,2011,10100.0
ERI,2012,10100.0
ERI,2013,10100.0
ERI,2014,10100.0
ERI,2015,10100.0
ERI,2016,10100.0
ERI,2017,10100.0
ERI,2018,10100.0
ESH,1961,26600.0
ESH,1962,26600.0
ESH,1963,26600.0
ESH,1964,26600.0
ESH,1965,26600.0
ESH,1966,26600.0
ESH,1967,26600.0
ESH,1968,26600.0
ESH,1969,26600.0
ESH,1970,26600.0
ESH,1971,26600.0
ESH,1972,26600.0
ESH,1973,26600.0
ESH,1974,26600.0
ESH,1975,26600.0
ESH,1976,26600.0
ESH,1977,26600.0
ESH,1978,26600.0
ESH,1979,26600.0
ESH,1980,26600.0
ESH,1981,26600.0
ESH,1982,26600.0
ESH,1983,26600.0
ESH,1984,26600.0
ESH,1985,26600.0
ESH,1986,26600.0
ESH,1987,26600.0
ESH,1988,26600.0
ESH,1989,26600.0
ESH,1990,26600.0
ESH,1991,26600.0
ESH,1992,26600.0
ESH,1993,26600.0
ESH,1994,26600.0
ESH,1995,26600.0
ESH,1996,26600.0
ESH,1997,26600.0
ESH,1998,26600.0
ESH,1999,26600.0
ESH,2000,26600.0
ESH,2001,26600.0
ESH,2002,26600.0
ESH,2003,26600.0
ESH,2004,26600.0
ESH,2005,26600.0
ESH,2006,26600.0
ESH,2007,26600.0
ESH,2008,26600.0
ESH,2009,26600.0
ESH,2010,26600.0
ESH,2011,26600.0
ESH,2012,26600.0
ESH,2013,26600.0
ESH,2014,26600.0
ESH,2015,26600.0
ESH,2016,26600.0
ESH,2017,26600.0
ESH,2018,26600.0
ESP,1961,49978.0
ESP,1962,49978.0
ESP,1963,49978.0
ESP,1964,49978.0
ESP,1965,49978.0
ESP,1966,49978.0
ESP,1967,49978.0
ESP,1968,49978.0
ESP,1969,49978.0
ESP,1970,49978.0
ESP,1971,49978.0
ESP,1972,49978.0
ESP,1973,49978.0
ESP,1974,49975.0
ESP,1975,49963.0
ESP,1976,49957.0
ESP,1977,49954.0
ESP,1978,49953.0
ESP,1979,49954.0
ESP,1980,49947.0
ESP,1981,49946.0
ESP,1982,49946.0
ESP,1983,49943.0
ESP,1984,49944.0
ESP,1985,49944.0
ESP,1986,49944.0
ESP,1987,49944.0
ESP,1988,49944.0
ESP,1989,49944.0
ESP,1990,49944.0
ESP,1991,49944.0
ESP,1992,49944.0
ESP,1993,49944.0
ESP,1994,49944.0
ESP,1995,49944.0
ESP,1996,49944.0
ESP,1997,49944.0
ESP,1998,49944.0
ESP,1999,49944.0
ESP,2000,49900.0
ESP,2001,49852.0
ESP,2002,49904.0
ESP,2003,49921.0
ESP,2004,49918.0
ESP,2005,49909.0
ESP,2006,49898.0
ESP,2007,49911.0
ESP,2008,49880.0
ESP,2009,49866.0
ESP,2010,50001.0
ESP,2011,49988.0
ESP,2012,50021.0
ESP,2013,50021.0
ESP,2014,50021.0
ESP,2015,49966.1
ESP,2016,49956.4
ESP,2017,49954.735
ESP,2018,49960.3479
EST,1992,4239.0
EST,1993,4239.0
EST,1994,4239.0
EST,1995,4239.0
EST,1996,4239.0
EST,1997,4239.0
EST,1998,4239.0
EST,1999,4239.0
EST,2000,4239.0
EST,2001,4239.0
EST,2002,4239.0
EST,2003,4239.0
EST,2004,4239.0
EST,2005,4239.0
EST,2006,4239.0
EST,2007,4239.0
EST,2008,4239.0
EST,2009,4239.0
EST,2010,4239.0
EST,2011,4239.0
EST,2012,4239.0
EST,2013,4347.0
EST,2014,4347.0
EST,2015,4347.0
EST,2016,4347.0
EST,2017,4347.0
EST,2018,4347.0
ETH,1993,100000.0
ETH,1994,100000.0
ETH,1995,100000.0
ETH,1996,100000.0
ETH,1997,100000.0
ETH,1998,100000.0
ETH,1999,100000.0
ETH,2000,100000.0
ETH,2001,100000.0
ETH,2002,100000.0
ETH,2003,100000.0
ETH,2004,112926.4328
ETH,2005,112931.7777
ETH,2006,112931.4344
ETH,2007,112928.7296
ETH,2008,112927.2056
ETH,2009,112927.0983
ETH,2010,112925.3379
ETH,2011,112920.8088
ETH,2012,112920.9376
ETH,2013,112921.238
ETH,2014,112922.5045
ETH,2015,112927.2914
ETH,2016,112930.4039
ETH,2017,112927.9999
ETH,2018,112930.039
FIN,1961,30459.0
FIN,1962,30459.0
FIN,1963,30459.0
FIN,1964,30459.0
FIN,1965,30459.0
FIN,1966,30459.0
FIN,1967,30459.0
FIN,1968,30459.0
FIN,1969,30459.0
FIN,1970,30459.0
FIN,1971,30459.0
FIN,1972,30459.0
FIN,1973,30459.0
FIN,1974,30459.0
FIN,1975,30459.0
FIN,1976,30459.0
FIN,1977,30459.0
FIN,1978,30459.0
FIN,1979,30459.0
FIN,1980,30459.0
FIN,1981,30459.0
FIN,1982,30459.0
FIN,1983,30459.0
FIN,1984,30459.0
FIN,1985,30459.0
FIN,1986,30459.0
FIN,1987,30459.0
FIN,1988,30459.0
FIN,1989,30459.0
FIN,1990,30459.0
FIN,1991,30459.0
FIN,1992,30459.0
FIN,1993,30459.0
FIN,1994,30459.0
FIN,1995,30459.0
FIN,1996,30459.0
FIN,1997,30459.0
FIN,1998,30459.0
FIN,1999,30459.0
FIN,2000,30459.0
FIN,2001,30459.0
FIN,2002,30459.0
FIN,2003,30459.0
FIN,2004,30459.0
FIN,2005,30459.0
FIN,2006,30411.0
FIN,2007,30409.0
FIN,2008,30390.0
FIN,2009,30390.0
FIN,2010,30390.0
FIN,2011,30389.0
FIN,2012,30389.0
FIN,2013,30389.0
FIN,2014,30389.0
FIN,2015,30391.0
FIN,2016,30391.0
FIN,2017,30392.0
FIN,2018,30392.0
FJI,1961,1827.0
FJI,1962,1827.0
FJI,1963,1827.0
FJI,1964,1827.0
FJI,1965,1827.0
FJI,1966,1827.0
FJI,1967,1827.0
FJI,1968,1827.0
FJI,1969,1827.0
FJI,1970,1827.0
FJI,1971,1827.0
FJI,1972,1827.0
FJI,1973,1827.0
FJI,1974,1827.0
FJI,1975,1827.0
FJI,1976,1827.0
FJI,1977,1827.0
FJI,1978,1827.0
FJI,1979,1827.0
FJI,1980,1827.0
FJI,1981,1827.0
FJI,1982,1827.0
FJI,1983,1827.0
FJI,1984,1827.0
FJI,1985,1827.0
FJI,1986,1827.0
FJI,1987,1827.0
FJI,1988,1827.0
FJI,1989,1827.0
FJI,1990,1827.0
FJI,1991,1827.0
FJI,1992,1827.0
FJI,1993,1827.0
FJI,1994,1827.0
FJI,1995,1827.0
FJI,1996,1827.0
FJI,1997,1827.0
FJI,1998,1827.0
FJI,1999,1827.0
FJI,2000,1827.0
FJI,2001,1827.0
FJI,2002,1827.0
FJI,2003,1827.0
FJI,2004,1827.0
FJI,2005,1827.0
FJI,2006,1827.0
FJI,2007,1827.0
FJI,2008,1827.0
FJI,2009,1827.0
FJI,2010,1827.0
FJI,2011,1827.0
FJI,2012,1827.0
FJI,2013,1827.0
FJI,2014,1827.0
FJI,2015,1827.0
FJI,2016,1827.0
FJI,2017,1827.0
FJI,2018,1827.0
FLK,1961,1217.0
FLK,1962,1217.0
FLK,1963,1217.0
FLK,1964,1217.0
FLK,1965,1217.0
FLK,1966,1217.0
FLK,1967,1217.0
FLK,1968,1217.0
FLK,1969,1217.0
FLK,1970,1217.0
FLK,1971,1217.0
FLK,1972,1217.0
FLK,1973,1217.0
FLK,1974,1217.0
FLK,1975,1217.0
FLK,1976,1217.0
FLK,1977,1217.0
FLK,1978,1217.0
FLK,1979,1217.0
FLK,1980,1217.0
FLK,1981,1217.0
FLK,1982,1217.0
FLK,1983,1217.0
FLK,1984,1217.0
FLK,1985,1217.0
FLK,1986,1217.0
FLK,1987,1217.0
FLK,1988,1217.0
FLK,1989,1217.0
FLK,1990,1217.0
FLK,1991,1217.0
FLK,1992,1217.0
FLK,1993,1217.0
FLK,1994,1217.0
FLK,1995,1217.0
FLK,1996,1217.0
FLK,1997,1217.0
FLK,1998,1217.0
FLK,1999,1217.0
FLK,2000,1217.0
FLK,2001,1217.0
FLK,2002,1217.0
FLK,2003,1217.0
FLK,2004,1217.0
FLK,2005,1217.0
FLK,2006,1217.0
FLK,2007,1217.0
FLK,2008,1217.0
FLK,2009,1217.0
FLK,2010,1217.0
FLK,2011,1217.0
FLK,2012,1217.0
FLK,2013,1217.0
FLK,2014,1217.0
FLK,2015,1217.0
FLK,2016,1217.0
FLK,2017,1217.0
FLK,2018,1217.0
FRA,1961,54756.6
FRA,1962,54756.6
FRA,1963,54756.6
FRA,1964,54756.6
FRA,1965,54756.6
FRA,1966,54756.6
FRA,1967,54756.6
FRA,1968,54756.6
FRA,1969,54756.6
FRA,1970,54756.6
FRA,1971,54756.6
FRA,1972,54756.6
FRA,1973,54756.6
FRA,1974,54756.6
FRA,1975,54756.6
FRA,1976,54756.6
FRA,1977,54756.6
FRA,1978,54756.6
FRA,1979,54756.6
FRA,1980,54756.6
FRA,1981,54756.6
FRA,1982,54756.6
FRA,1983,54756.6
FRA,1984,54756.6
FRA,1985,54756.6
FRA,1986,54756.6
FRA,1987,54756.6
FRA,1988,54756.6
FRA,1989,54756.6
FRA,1990,54756.6
FRA,1991,54756.6
FRA,1992,54756.6
FRA,1993,54756.6
FRA,1994,54756.6
FRA,1995,54756.6
FRA,1996,54756.6
FRA,1997,54756.6
FRA,1998,54756.6
FRA,1999,54756.6
FRA,2000,54756.7
FRA,2001,54756.7
FRA,2002,54756.7
FRA,2003,54786.7
FRA,2004,54756.7
FRA,2005,54755.7
FRA,2006,54755.7
FRA,2007,54755.7
FRA,2008,54755.7
FRA,2009,54755.7
FRA,2010,54755.7
FRA,2011,54755.7
FRA,2012,54755.7
FRA,2013,54755.7
FRA,2014,54755.7
FRA,2015,54755.7
FRA,2016,54755.7
FRA,2017,54755.7
FRA,2018,54755.7
FRO,1961,139.6
FRO,1962,139.6
FRO,1963,139.6
FRO,1964,139.6
FRO,1965,139.6
FRO,1966,139.6
FRO,1967,139.6
FRO,1968,139.6
FRO,1969,139.6
FRO,1970,139.6
FRO,1971,139.6
FRO,1972,139.6
FRO,1973,139.6
FRO,1974,139.6
FRO,1975,139.6
FRO,1976,139.6
FRO,1977,139.6
FRO,1978,139.6
FRO,1979,139.6
FRO,1980,139.6
FRO,1981,139.6
FRO,1982,139.6
FRO,1983,139.6
FRO,1984,139.6
FRO,1985,139.6
FRO,1986,139.6
FRO,1987,139.6
FRO,1988,139.6
FRO,1989,139.6
FRO,1990,139.6
FRO,1991,139.6
FRO,1992,139.6
FRO,1993,139.6
FRO,1994,139.6
FRO,1995,139.6
FRO,1996,139.6
FRO,1997,139.6
FRO,1998,139.6
FRO,1999,139.6
FRO,2000,139.6
FRO,2001,139.6
FRO,2002,139.6
FRO,2003,139.6
FRO,2004,139.6
FRO,2005,139.6
FRO,2006,139.6
FRO,2007,139.6
FRO,2008,139.6
FRO,2009,139.6
FRO,2010,139.6
FRO,2011,139.6
FRO,2012,139.6
FRO,2013,139.6
FRO,2014,139.6
FRO,2015,139.6
FRO,2016,139.6
FRO,2017,139.6
FRO,2018,139.6
FSM,1991,70.0
FSM,1992,70.0
FSM,1993,70.0
FSM,1994,70.0
FSM,1995,70.0
FSM,1996,70.0
FSM,1997,70.0
FSM,1998,70.0
FSM,1999,70.0
FSM,2000,70.0
FSM,2001,70.0
FSM,2002,70.0
FSM,2003,70.0
FSM,2004,70.0
FSM,2005,70.0
FSM,2006,70.0
FSM,2007,70.0
FSM,2008,70.0
FSM,2009,70.0
FSM,2010,70.0
FSM,2011,70.0
FSM,2012,70.0
FSM,2013,70.0
FSM,2014,70.0
FSM,2015,70.0
FSM,2016,70.0
FSM,2017,70.0
FSM,2018,70.0
GAB,1961,25767.0
GAB,1962,25767.0
GAB,1963,25767.0
GAB,1964,25767.0
GAB,1965,25767.0
GAB,1966,25767.0
GAB,1967,25767.0
GAB,1968,25767.0
GAB,1969,25767.0
GAB,1970,25767.0
GAB,1971,25767.0
GAB,1972,25767.0
GAB,1973,25767.0
GAB,1974,25767.0
GAB,1975,25767.0
GAB,1976,25767.0
GAB,1977,25767.0
GAB,1978,25767.0
GAB,1979,25767.0
GAB,1980,25767.0
GAB,1981,25767.0
GAB,1982,25767.0
GAB,1983,25767.0
GAB,1984,25767.0
GAB,1985,25767.0
GAB,1986,25767.0
GAB,1987,25767.0
GAB,1988,25767.0
GAB,1989,25767.0
GAB,1990,25767.0
GAB,1991,25767.0
GAB,1992,25767.0
GAB,1993,25767.0
GAB,1994,25767.0
GAB,1995,25767.0
GAB,1996,25767.0
GAB,1997,25767.0
GAB,1998,25767.0
GAB,1999,25767.0
GAB,2000,25767.0
GAB,2001,25767.0
GAB,2002,25767.0
GAB,2003,25767.0
GAB,2004,25767.0
GAB,2005,25767.0
GAB,2006,25767.0
GAB,2007,25767.0
GAB,2008,25767.0
GAB,2009,25767.0
GAB,2010,25767.0
GAB,2011,25767.0
GAB,2012,25767.0
GAB,2013,25767.0
GAB,2014,25767.0
GAB,2015,25767.0
GAB,2016,25767.0
GAB,2017,25767.0
GAB,2018,25767.0
GBR,1961,24193.0
GBR,1962,24193.0
GBR,1963,24193.0
GBR,1964,24193.0
GBR,1965,24193.0
GBR,1966,24193.0
GBR,1967,24193.0
GBR,1968,24193.0
GBR,1969,24193.0
GBR,1970,24193.0
GBR,1971,24193.0
GBR,1972,24193.0
GBR,1973,24193.0
GBR,1974,24193.0
GBR,1975,24193.0
GBR,1976,24193.0
GBR,1977,24193.0
GBR,1978,24193.0
GBR,1979,24193.0
GBR,1980,24193.0
GBR,1981,24193.0
GBR,1982,24193.0
GBR,1983,24193.0
GBR,1984,24193.0
GBR,1985,24193.0
GBR,1986,24193.0
GBR,1987,24193.0
GBR,1988,24193.0
GBR,1989,24193.0
GBR,1990,24193.0
GBR,1991,24193.0
GBR,1992,24193.0
GBR,1993,24193.0
GBR,1994,24193.0
GBR,1995,24193.0
GBR,1996,24193.0
GBR,1997,24193.0
GBR,1998,24193.0
GBR,1999,24193.0
GBR,2000,24193.0
GBR,2001,24193.0
GBR,2002,24193.0
GBR,2003,24193.0
GBR,2004,24193.0
GBR,2005,24193.0
GBR,2006,24193.0
GBR,2007,24193.0
GBR,2008,24193.0
GBR,2009,24193.0
GBR,2010,24193.0
GBR,2011,24193.0
GBR,2012,24193.0
GBR,2013,24193.0
GBR,2014,24193.0
GBR,2015,24193.0
GBR,2016,24193.0
GBR,2017,24193.0
GBR,2018,24193.0
GEO,1992,6949.0
GEO,1993,6949.0
GEO,1994,6949.0
GEO,1995,6949.0
GEO,1996,6949.0
GEO,1997,6949.0
GEO,1998,6949.0
GEO,1999,6949.0
GEO,2000,6949.0
GEO,2001,6949.0
GEO,2002,6949.0
GEO,2003,6949.0
GEO,2004,6949.0
GEO,2005,6949.0
GEO,2006,6949.0
GEO,2007,6949.0
GEO,2008,6949.0
GEO,2009,6949.0
GEO,2010,6949.0
GEO,2011,6949.0
GEO,2012,6949.0
GEO,2013,6949.0
GEO,2014,6949.0
GEO,2015,6949.0
GEO,2016,6949.0
GEO,2017,6949.0
GEO,2018,6949.0
GHA,1961,22754.0
GHA,1962,22754.0
GHA,1963,22754.0
GHA,1964,22754.0
GHA,1965,22754.0
GHA,1966,22754.0
GHA,1967,22754.0
GHA,1968,22754.0
GHA,1969,22754.0
GHA,1970,22754.0
GHA,1971,22754.0
GHA,1972,22754.0
GHA,1973,22754.0
GHA,1974,22754.0
GHA,1975,22754.0
GHA,1976,22754.0
GHA,1977,22754.0
GHA,1978,22754.0
GHA,1979,22754.0
GHA,1980,22754.0
GHA,1981,22754.0
GHA,1982,22754.0
GHA,1983,22754.0
GHA,1984,22754.0
GHA,1985,22754.0
GHA,1986,22754.0
GHA,1987,22754.0
GHA,1988,22754.0
GHA,1989,22754.0
GHA,1990,22754.0
GHA,1991,22754.0
GHA,1992,22754.0
GHA,1993,22754.0
GHA,1994,22754.0
GHA,1995,22754.0
GHA,1996,22754.0
GHA,1997,22754.0
GHA,1998,22754.0
GHA,1999,22754.0
GHA,2000,22754.0
GHA,2001,22754.0
GHA,2002,22754.0
GHA,2003,22754.0
GHA,2004,22754.0
GHA,2005,22754.0
GHA,2006,22754.0
GHA,2007,22754.0
GHA,2008,22754.0
GHA,2009,22754.0
GHA,2010,22754.0
GHA,2011,22754.0
GHA,2012,22754.0
GHA,2013,22754.0
GHA,2014,22754.0
GHA,2015,22754.0
GHA,2016,22754.0
GHA,2017,22754.0
GHA,2018,22754.0
GIB,1961,1.0
GIB,1962,1.0
GIB,1963,1.0
GIB,1964,1.0
GIB,1965,1.0
GIB,1966,1.0
GIB,1967,1.0
GIB,1968,1.0
GIB,1969,1.0
GIB,1970,1.0
GIB,1971,1.0
GIB,1972,1.0
GIB,1973,1.0
GIB,1974,1.0
GIB,1975,1.0
GIB,1976,1.0
GIB,1977,1.0
GIB,1978,1.0
GIB,1979,1.0
GIB,1980,1.0
GIB,1981,1.0
GIB,1982,1.0
GIB,1983,1.0
GIB,1984,1.0
GIB,1985,1.0
GIB,1986,1.0
GIB,1987,1.0
GIB,1988,1.0
GIB,1989,1.0
GIB,1990,1.0
GIB,1991,1.0
GIB,1992,1.0
GIB,1993,1.0
GIB,1994,1.0
GIB,1995,1.0
GIB,1996,1.0
GIB,1997,1.0
GIB,1998,1.0
GIB,1999,1.0
GIB,2000,1.0
GIB,2001,1.0
GIB,2002,1.0
GIB,2003,1.0
GIB,2004,1.0
GIB,2005,1.0
GIB,2006,1.0
GIB,2007,1.0
GIB,2008,1.0
GIB,2009,1.0
GIB,2010,1.0
GIB,2011,1.0
GIB,2012,1.0
GIB,2013,1.0
GIB,2014,1.0
GIB,2015,1.0
GIB,2016,1.0
GIB,2017,1.0
GIB,2018,1.0
GIN,1961,24572.0
GIN,1962,24572.0
GIN,1963,24572.0
GIN,1964,24572.0
GIN,1965,24572.0
GIN,1966,24572.0
GIN,1967,24572.0
GIN,1968,24572.0
GIN,1969,24572.0
GIN,1970,24572.0
GIN,1971,24572.0
GIN,1972,24572.0
GIN,1973,24572.0
GIN,1974,24572.0
GIN,1975,24572.0
GIN,1976,24572.0
GIN,1977,24572.0
GIN,1978,24572.0
GIN,1979,24572.0
GIN,1980,24572.0
GIN,1981,24572.0
GIN,1982,24572.0
GIN,1983,24572.0
GIN,1984,24572.0
GIN,1985,24572.0
GIN,1986,24572.0
GIN,1987,24572.0
GIN,1988,24572.0
GIN,1989,24572.0
GIN,1990,24572.0
GIN,1991,24572.0
GIN,1992,24572.0
GIN,1993,24572.0
GIN,1994,24572.0
GIN,1995,24572.0
GIN,1996,24572.0
GIN,1997,24572.0
GIN,1998,24572.0
GIN,1999,24572.0
GIN,2000,24572.0
GIN,2001,24572.0
GIN,2002,24572.0
GIN,2003,24572.0
GIN,2004,24572.0
GIN,2005,24572.0
GIN,2006,24572.0
GIN,2007,24572.0
GIN,2008,24572.0
GIN,2009,24572.0
GIN,2010,24572.0
GIN,2011,24572.0
GIN,2012,24572.0
GIN,2013,24572.0
GIN,2014,24572.0
GIN,2015,24572.0
GIN,2016,24572.0
GIN,2017,24572.0
GIN,2018,24572.0
GLP,1961,169.0
GLP,1962,169.0
GLP,1963,169.0
GLP,1964,169.0
GLP,1965,169.0
GLP,1966,169.0
GLP,1967,169.0
GLP,1968,169.0
GLP,1969,169.0
GLP,1970,169.0
GLP,1971,169.0
GLP,1972,169.0
GLP,1973,169.0
GLP,1974,169.0
GLP,1975,169.0
GLP,1976,169.0
GLP,1977,169.0
GLP,1978,169.0
GLP,1979,169.0
GLP,1980,169.0
GLP,1981,169.0
GLP,1982,169.0
GLP,1983,169.0
GLP,1984,169.0
GLP,1985,169.0
GLP,1986,169.0
GLP,1987,169.0
GLP,1988,169.0
GLP,1989,169.0
GLP,1990,169.0
GLP,1991,169.0
GLP,1992,169.0
GLP,1993,169.0
GLP,1994,169.0
GLP,1995,169.0
GLP,1996,169.0
GLP,1997,169.0
GLP,1998,169.0
GLP,1999,169.0
GLP,2000,169.0
GLP,2001,169.0
GLP,2002,169.0
GLP,2003,169.0
GLP,2004,169.0
GLP,2005,169.0
GLP,2006,169.0
GLP,2007,169.0
GLP,2008,169.0
GLP,2009,169.0
GLP,2010,169.0
GLP,2011,162.0
GLP,2012,162.0
GLP,2013,162.0
GLP,2014,162.0
GLP,2015,162.0
GLP,2016,162.0
GLP,2017,162.0
GLP,2018,162.0
GMB,1961,1012.0
GMB,1962,1012.0
GMB,1963,1012.0
GMB,1964,1012.0
GMB,1965,1012.0
GMB,1966,1012.0
GMB,1967,1012.0
GMB,1968,1012.0
GMB,1969,1012.0
GMB,1970,1012.0
GMB,1971,1012.0
GMB,1972,1012.0
GMB,1973,1012.0
GMB,1974,1012.0
GMB,1975,1012.0
GMB,1976,1012.0
GMB,1977,1012.0
GMB,1978,1012.0
GMB,1979,1012.0
GMB,1980,1012.0
GMB,1981,1012.0
GMB,1982,1012.0
GMB,1983,1012.0
GMB,1984,1012.0
GMB,1985,1012.0
GMB,1986,1012.0
GMB,1987,1012.0
GMB,1988,1012.0
GMB,1989,1012.0
GMB,1990,1012.0
GMB,1991,1012.0
GMB,1992,1012.0
GMB,1993,1012.0
GMB,1994,1012.0
GMB,1995,1012.0
GMB,1996,1012.0
GMB,1997,1012.0
GMB,1998,1012.0
GMB,1999,1012.0
GMB,2000,1012.0
GMB,2001,1012.0
GMB,2002,1012.0
GMB,2003,1012.0
GMB,2004,1012.0
GMB,2005,1012.0
GMB,2006,1012.0
GMB,2007,1012.0
GMB,2008,1012.0
GMB,2009,1012.0
GMB,2010,1012.0
GMB,2011,1012.0
GMB,2012,1012.0
GMB,2013,1012.0
GMB,2014,1012.0
GMB,2015,1012.0
GMB,2016,1012.0
GMB,2017,1012.0
GMB,2018,1012.0
GNB,1961,2812.0
GNB,1962,2812.0
GNB,1963,2812.0
GNB,1964,2812.0
GNB,1965,2812.0
GNB,1966,2812.0
GNB,1967,2812.0
GNB,1968,2812.0
GNB,1969,2812.0
GNB,1970,2812.0
GNB,1971,2812.0
GNB,1972,2812.0
GNB,1973,2812.0
GNB,1974,2812.0
GNB,1975,2812.0
GNB,1976,2812.0
GNB,1977,2812.0
GNB,1978,2812.0
GNB,1979,2812.0
GNB,1980,2812.0
GNB,1981,2812.0
GNB,1982,2812.0
GNB,1983,2812.0
GNB,1984,2812.0
GNB,1985,2812.0
GNB,1986,2812.0
GNB,1987,2812.0
GNB,1988,2812.0
GNB,1989,2812.0
GNB,1990,2812.0
GNB,1991,2812.0
GNB,1992,2812.0
GNB,1993,2812.0
GNB,1994,2812.0
GNB,1995,2812.0
GNB,1996,2812.0
GNB,1997,2812.0
GNB,1998,2812.0
GNB,1999,2812.0
GNB,2000,2812.0
GNB,2001,2812.0
GNB,2002,2812.0
GNB,2003,2812.0
GNB,2004,2812.0
GNB,2005,2812.0
GNB,2006,2812.0
GNB,2007,2812.0
GNB,2008,2812.0
GNB,2009,2812.0
GNB,2010,2812.0
GNB,2011,2812.0
GNB,2012,2812.0
GNB,2013,2812.0
GNB,2014,2812.0
GNB,2015,2812.0
GNB,2016,2812.0
GNB,2017,2812.0
GNB,2018,2812.0
GNQ,1961,2805.0
GNQ,1962,2805.0
GNQ,1963,2805.0
GNQ,1964,2805.0
GNQ,1965,2805.0
GNQ,1966,2805.0
GNQ,1967,2805.0
GNQ,1968,2805.0
GNQ,1969,2805.0
GNQ,1970,2805.0
GNQ,1971,2805.0
GNQ,1972,2805.0
GNQ,1973,2805.0
GNQ,1974,2805.0
GNQ,1975,2805.0
GNQ,1976,2805.0
GNQ,1977,2805.0
GNQ,1978,2805.0
GNQ,1979,2805.0
GNQ,1980,2805.0
GNQ,1981,2805.0
GNQ,1982,2805.0
GNQ,1983,2805.0
GNQ,1984,2805.0
GNQ,1985,2805.0
GNQ,1986,2805.0
GNQ,1987,2805.0
GNQ,1988,2805.0
GNQ,1989,2805.0
GNQ,1990,2805.0
GNQ,1991,2805.0
GNQ,1992,2805.0
GNQ,1993,2805.0
GNQ,1994,2805.0
GNQ,1995,2805.0
GNQ,1996,2805.0
GNQ,1997,2805.0
GNQ,1998,2805.0
GNQ,1999,2805.0
GNQ,2000,2805.0
GNQ,2001,2805.0
GNQ,2002,2805.0
GNQ,2003,2805.0
GNQ,2004,2805.0
GNQ,2005,2805.0
GNQ,2006,2805.0
GNQ,2007,2805.0
GNQ,2008,2805.0
GNQ,2009,2805.0
GNQ,2010,2805.0
GNQ,2011,2805.0
GNQ,2012,2805.0
GNQ,2013,2805.0
GNQ,2014,2805.0
GNQ,2015,2805.0
GNQ,2016,2805.0
GNQ,2017,2805.0
GNQ,2018,2805.0
GRC,1961,12890.0
GRC,1962,12890.0
GRC,1963,12890.0
GRC,1964,12890.0
GRC,1965,12890.0
GRC,1966,12890.0
GRC,1967,12890.0
GRC,1968,12890.0
GRC,1969,12890.0
GRC,1970,12890.0
GRC,1971,12890.0
GRC,1972,12890.0
GRC,1973,12890.0
GRC,1974,12890.0
GRC,1975,12890.0
GRC,1976,12890.0
GRC,1977,12890.0
GRC,1978,12890.0
GRC,1979,12890.0
GRC,1980,12890.0
GRC,1981,12890.0
GRC,1982,12890.0
GRC,1983,12890.0
GRC,1984,12890.0
GRC,1985,12890.0
GRC,1986,12890.0
GRC,1987,12890.0
GRC,1988,12890.0
GRC,1989,12890.0
GRC,1990,12890.0
GRC,1991,12890.0
GRC,1992,12890.0
GRC,1993,12890.0
GRC,1994,12890.0
GRC,1995,12890.0
GRC,1996,12890.0
GRC,1997,12890.0
GRC,1998,12890.0
GRC,1999,12890.0
GRC,2000,12890.0
GRC,2001,12890.0
GRC,2002,12890.0
GRC,2003,12890.0
GRC,2004,12890.0
GRC,2005,12890.0
GRC,2006,12890.0
GRC,2007,12890.0
GRC,2008,12890.0
