ISO,Year,Pop
AUT,2002,8081957.0
AUT,2003,8121423.0
AUT,2004,8171966.0
AUT,2005,8227829.0
AUT,2006,8268641.0
AUT,2007,8295487.0
AUT,2008,8321496.0
AUT,2009,8343323.0
AUT,2010,8363404.0
AUT,2011,8391643.0
AUT,2012,8429991.0
AUT,2013,8479823.0
AUT,2014,8546356.0
AUT,2015,8642699.0
AUT,2016,8736668.0
AUT,2017,8797566.0
AUT,2018,8840521.0
AUT,2019,8877067.0
AZE,2000,8048600.0
AZE,2001,8111200.0
AZE,2002,8171950.0
AZE,2003,8234100.0
AZE,2004,8306500.0
AZE,2005,8391850.0
AZE,2006,8484550.0
AZE,2007,8581300.0
AZE,2008,8763400.0
AZE,2009,8947243.0
AZE,2010,9054332.0
AZE,2011,9173082.0
AZE,2012,9295784.0
AZE,2013,9416801.0
AZE,2014,9535079.0
AZE,2015,9649341.0
AZE,2016,9757812.0
AZE,2017,9854033.0
AZE,2018,9939771.0
AZE,2019,10023318.0
BDI,2000,6378871.0
BDI,2001,6525545.0
BDI,2002,6704113.0
BDI,2003,6909154.0
BDI,2004,7131693.0
BDI,2005,7364862.0
BDI,2006,7607849.0
BDI,2007,7862214.0
BDI,2008,8126102.0
BDI,2009,8397668.0
BDI,2010,8675602.0
BDI,2011,8958406.0
BDI,2012,9245988.0
BDI,2013,9540289.0
BDI,2014,9844297.0
BDI,2015,10160030.0
BDI,2016,10487998.0
BDI,2017,10827024.0
BDI,2018,11175378.0
BDI,2019,11530580.0
BEL,2000,10251250.0
BEL,2001,10286570.0
BEL,2002,10332785.0
BEL,2003,10376133.0
BEL,2004,10421137.0
BEL,2005,10478617.0
BEL,2006,10547958.0
BEL,2007,10625700.0
BEL,2008,10709973.0
BEL,2009,10796493.0
BEL,2010,10895586.0
BEL,2011,11038264.0
BEL,2012,11106932.0
BEL,2013,11159407.0
BEL,2014,11209057.0
BEL,2015,11274196.0
BEL,2016,11331422.0
BEL,2017,11375158.0
BEL,2018,11427054.0
BEL,2019,11484055.0
BEN,2000,6865951.0
BEN,2001,7076733.0
BEN,2002,7295394.0
BEN,2003,7520555.0
BEN,2004,7750004.0
BEN,2005,7982225.0
BEN,2006,8216897.0
BEN,2007,8454793.0
BEN,2008,8696921.0
BEN,2009,8944708.0
BEN,2010,9199259.0
BEN,2011,9460830.0
BEN,2012,9729248.0
BEN,2013,10004588.0
BEN,2014,10286842.0
BEN,2015,10575952.0
BEN,2016,10872067.0
BEN,2017,11175204.0
BEN,2018,11485048.0
BEN,2019,11801151.0
BFA,2000,11607942.0
BFA,2001,11944587.0
BFA,2002,12293100.0
BFA,2003,12654621.0
BFA,2004,13030569.0
BFA,2005,13421930.0
BFA,2006,13829176.0
BFA,2007,14252021.0
BFA,2008,14689725.0
BFA,2009,15141098.0
BFA,2010,15605217.0
BFA,2011,16081911.0
BFA,2012,16571246.0
BFA,2013,17072775.0
BFA,2014,17586017.0
BFA,2015,18110624.0
BFA,2016,18646378.0
BFA,2017,19193284.0
BFA,2018,19751535.0
BFA,2019,20321378.0
BGD,2000,127657854.0
BGD,2001,130088702.0
BGD,2002,132478086.0
BGD,2003,134791603.0
BGD,2004,136986432.0
BGD,2005,139035505.0
BGD,2006,140921167.0
BGD,2007,142660376.0
BGD,2008,144304167.0
BGD,2009,145924797.0
BGD,2010,147575430.0
BGD,2011,149273778.0
BGD,2012,151007807.0
BGD,2013,152764676.0
BGD,2014,154520167.0
BGD,2015,156256276.0
BGD,2016,157970840.0
BGD,2017,159670593.0
BGD,2018,161356039.0
BGD,2019,163046161.0
BGR,2000,8170172.0
BGR,2001,8009142.0
BGR,2002,7837161.0
BGR,2003,7775327.0
BGR,2004,7716860.0
BGR,2005,7658972.0
BGR,2006,7601022.0
BGR,2007,7545338.0
BGR,2008,7492561.0
BGR,2009,7444443.0
BGR,2010,7395599.0
BGR,2011,7348328.0
BGR,2012,7305888.0
BGR,2013,7265115.0
BGR,2014,7223938.0
BGR,2015,7177991.0
BGR,2016,7127822.0
BGR,2017,7075947.0
BGR,2018,7025037.0
BGR,2019,6975761.0
BHR,2000,664611.0
BHR,2001,697545.0
BHR,2002,735146.0
BHR,2003,778708.0
BHR,2004,829844.0
BHR,2005,889164.0
BHR,2006,958418.0
BHR,2007,1035919.0
BHR,2008,1114641.0
BHR,2009,1185076.0
BHR,2010,1240860.0
BHR,2011,1278151.0
BHR,2012,1299943.0
BHR,2013,1315029.0
BHR,2014,1336075.0
BHR,2015,1371851.0
BHR,2016,1425791.0
BHR,2017,1494074.0
BHR,2018,1569439.0
BHR,2019,1641172.0
BHS,2000,298051.0
BHS,2001,302618.0
BHS,2002,307660.0
BHS,2003,313129.0
BHS,2004,318894.0
BHS,2005,324859.0
BHS,2006,331033.0
BHS,2007,337389.0
BHS,2008,343681.0
BHS,2009,349604.0
BHS,2010,354942.0
BHS,2011,359577.0
BHS,2012,363584.0
BHS,2013,367168.0
BHS,2014,370633.0
BHS,2015,374206.0
BHS,2016,377931.0
BHS,2017,381761.0
BHS,2018,385640.0
BHS,2019,389482.0
BIH,2000,3751176.0
BIH,2001,3755512.0
BIH,2002,3759387.0
BIH,2003,3762173.0
BIH,2004,3764194.0
BIH,2005,3765331.0
BIH,2006,3765424.0
BIH,2007,3762786.0
BIH,2008,3754271.0
BIH,2009,3735938.0
BIH,2010,3705472.0
BIH,2011,3661175.0
BIH,2012,3604972.0
BIH,2013,3542605.0
BIH,2014,3482104.0
BIH,2015,3429361.0
BIH,2016,3386267.0
BIH,2017,3351527.0
BIH,2018,3323929.0
BIH,2019,3301000.0
BLR,2000,9979610.0
BLR,2001,9928549.0
BLR,2002,9865548.0
BLR,2003,9796749.0
BLR,2004,9730146.0
BLR,2005,9663915.0
BLR,2006,9604924.0
BLR,2007,9560953.0
BLR,2008,9527985.0
BLR,2009,9506765.0
BLR,2010,9490583.0
BLR,2011,9473172.0
BLR,2012,9464495.0
BLR,2013,9465997.0
BLR,2014,9474511.0
BLR,2015,9489616.0
BLR,2016,9501534.0
BLR,2017,9498264.0
BLR,2018,9483499.0
BLR,2019,9466856.0
BLZ,2000,247315.0
BLZ,2001,255063.0
BLZ,2002,262378.0
BLZ,2003,269425.0
BLZ,2004,276504.0
BLZ,2005,283800.0
BLZ,2006,291329.0
BLZ,2007,299025.0
BLZ,2008,306823.0
BLZ,2009,314655.0
BLZ,2010,322464.0
BLZ,2011,330237.0
BLZ,2012,338000.0
BLZ,2013,345715.0
BLZ,2014,353366.0
BLZ,2015,360933.0
BLZ,2016,368400.0
BLZ,2017,375769.0
BLZ,2018,383071.0
BLZ,2019,390353.0
BMU,2000,61833.0
BMU,2001,62504.0
BMU,2002,62912.0
BMU,2003,63325.0
BMU,2004,63740.0
BMU,2005,64154.0
BMU,2006,64523.0
BMU,2007,64888.0
BMU,2008,65273.0
BMU,2009,65636.0
BMU,2010,65124.0
BMU,2011,64564.0
BMU,2012,64798.0
BMU,2013,65001.0
BMU,2014,65138.0
BMU,2015,65237.0
BMU,2016,64554.0
BMU,2017,63873.0
BMU,2018,63920.0
BMU,2019,63918.0
BOL,2000,8418264.0
BOL,2001,8580235.0
BOL,2002,8742814.0
BOL,2003,8905823.0
BOL,2004,9069039.0
BOL,2005,9232306.0
BOL,2006,9395446.0
BOL,2007,9558439.0
BOL,2008,9721454.0
BOL,2009,9884781.0
BOL,2010,10048590.0
BOL,2011,10212954.0
BOL,2012,10377676.0
BOL,2013,10542376.0
BOL,2014,10706517.0
BOL,2015,10869730.0
BOL,2016,11031813.0
BOL,2017,11192854.0
BOL,2018,11353142.0
BOL,2019,11513100.0
BRA,2000,174790340.0
BRA,2001,177196054.0
BRA,2002,179537520.0
BRA,2003,181809246.0
BRA,2004,184006481.0
BRA,2005,186127103.0
BRA,2006,188167356.0
BRA,2007,190130443.0
BRA,2008,192030362.0
BRA,2009,193886508.0
BRA,2010,195713635.0
BRA,2011,197514534.0
BRA,2012,199287296.0
BRA,2013,201035903.0
BRA,2014,202763735.0
BRA,2015,204471769.0
BRA,2016,206163058.0
BRA,2017,207833831.0
BRA,2018,209469333.0
BRA,2019,211049527.0
BRB,2000,271515.0
BRB,2001,272500.0
BRB,2002,273425.0
BRB,2003,274329.0
BRB,2004,275284.0
BRB,2005,276323.0
BRB,2006,277477.0
BRB,2007,278700.0
BRB,2008,279946.0
BRB,2009,281104.0
BRB,2010,282131.0
BRB,2011,282987.0
BRB,2012,283700.0
BRB,2013,284296.0
BRB,2014,284825.0
BRB,2015,285324.0
BRB,2016,285796.0
BRB,2017,286233.0
BRB,2018,286641.0
BRB,2019,287025.0
BRN,2000,333165.0
BRN,2001,340034.0
BRN,2002,346782.0
BRN,2003,353293.0
BRN,2004,359433.0
BRN,2005,365114.0
BRN,2006,370263.0
BRN,2007,374965.0
BRN,2008,379421.0
BRN,2009,383906.0
BRN,2010,388646.0
BRN,2011,393688.0
BRN,2012,398989.0
BRN,2013,404421.0
BRN,2014,409769.0
BRN,2015,414907.0
BRN,2016,419800.0
BRN,2017,424473.0
BRN,2018,428962.0
BRN,2019,433285.0
BTN,2000,591021.0
BTN,2001,603640.0
BTN,2002,616018.0
BTN,2003,627839.0
BTN,2004,638815.0
BTN,2005,648739.0
BTN,2006,657410.0
BTN,2007,664876.0
BTN,2008,671613.0
BTN,2009,678323.0
BTN,2010,685503.0
BTN,2011,693298.0
BTN,2012,701583.0
BTN,2013,710238.0
BTN,2014,719056.0
BTN,2015,727876.0
BTN,2016,736709.0
BTN,2017,745568.0
BTN,2018,754394.0
BTN,2019,763092.0
BWA,2000,1643334.0
BWA,2001,1674678.0
BWA,2002,1704642.0
BWA,2003,1734398.0
BWA,2004,1765527.0
BWA,2005,1799078.0
BWA,2006,1835908.0
BWA,2007,1875459.0
BWA,2008,1915639.0
BWA,2009,1953498.0
BWA,2010,1987105.0
BWA,2011,2015402.0
BWA,2012,2039551.0
BWA,2013,2062536.0
BWA,2014,2088614.0
BWA,2015,2120716.0
BWA,2016,2159944.0
BWA,2017,2205128.0
BWA,2018,2254126.0
BWA,2019,2303697.0
CAF,2000,3640427.0
CAF,2001,3722018.0
CAF,2002,3802128.0
CAF,2003,3881181.0
CAF,2004,3959875.0
CAF,2005,4038382.0
CAF,2006,4118069.0
CAF,2007,4198010.0
CAF,2008,4273366.0
CAF,2009,4337625.0
CAF,2010,4386768.0
CAF,2011,4418636.0
CAF,2012,4436415.0
CAF,2013,4447942.0
CAF,2014,4464175.0
CAF,2015,4493170.0
CAF,2016,4537687.0
CAF,2017,4596028.0
CAF,2018,4666377.0
CAF,2019,4745185.0
CAN,2000,30685730.0
CAN,2001,31020902.0
CAN,2002,31360079.0
CAN,2003,31644028.0
CAN,2004,31940655.0
CAN,2005,32243753.0
CAN,2006,32571174.0
CAN,2007,32889025.0
CAN,2008,33247118.0
CAN,2009,33628895.0
CAN,2010,34004889.0
CAN,2011,34339328.0
CAN,2012,34714222.0
CAN,2013,35082954.0
CAN,2014,35437435.0
CAN,2015,35702908.0
CAN,2016,36109487.0
CAN,2017,36543321.0
CAN,2018,37057765.0
CAN,2019,37589262.0
CHE,2000,7184250.0
CHE,2001,7229854.0
CHE,2002,7284753.0
CHE,2003,7339001.0
CHE,2004,7389625.0
CHE,2005,7437115.0
CHE,2006,7483934.0
CHE,2007,7551117.0
CHE,2008,7647675.0
CHE,2009,7743831.0
CHE,2010,7824909.0
CHE,2011,7912398.0
CHE,2012,7996861.0
CHE,2013,8089346.0
CHE,2014,8188649.0
CHE,2015,8282396.0
CHE,2016,8373338.0
CHE,2017,8451840.0
CHE,2018,8514329.0
CHE,2019,8574832.0
CHL,2000,15342353.0
CHL,2001,15516113.0
CHL,2002,15684409.0
CHL,2003,15849652.0
CHL,2004,16014971.0
CHL,2005,16182721.0
CHL,2006,16354504.0
CHL,2007,16530195.0
CHL,2008,16708258.0
CHL,2009,16886186.0
CHL,2010,17062536.0
CHL,2011,17233576.0
CHL,2012,17400347.0
CHL,2013,17571507.0
CHL,2014,17758959.0
CHL,2015,17969353.0
CHL,2016,18209068.0
CHL,2017,18470439.0
CHL,2018,18729160.0
CHL,2019,18952038.0
CIV,2000,16454668.0
CIV,2001,16853026.0
CIV,2002,17231539.0
CIV,2003,17599610.0
CIV,2004,17970494.0
CIV,2005,18354514.0
CIV,2006,18754916.0
CIV,2007,19171237.0
CIV,2008,19605569.0
CIV,2009,20059147.0
CIV,2010,20532950.0
CIV,2011,21028655.0
CIV,2012,21547188.0
CIV,2013,22087505.0
CIV,2014,22647683.0
CIV,2015,23226143.0
CIV,2016,23822714.0
CIV,2017,24437469.0
CIV,2018,25069229.0
CIV,2019,25716544.0
CMR,2000,15513945.0
CMR,2001,15928910.0
CMR,2002,16357602.0
CMR,2003,16800865.0
CMR,2004,17259322.0
CMR,2005,17733410.0
CMR,2006,18223674.0
CMR,2007,18730282.0
CMR,2008,19252666.0
CMR,2009,19789919.0
CMR,2010,20341241.0
CMR,2011,20906388.0
CMR,2012,21485266.0
CMR,2013,22077298.0
CMR,2014,22681858.0
CMR,2015,23298368.0
CMR,2016,23926539.0
CMR,2017,24566045.0
CMR,2018,25216237.0
CMR,2019,25876380.0
COD,2000,47105826.0
COD,2001,48428545.0
COD,2002,49871666.0
COD,2003,51425580.0
COD,2004,53068880.0
COD,2005,54785903.0
COD,2006,56578037.0
COD,2007,58453683.0
COD,2008,60411195.0
COD,2009,62448574.0
COD,2010,64563854.0
COD,2011,66755153.0
COD,2012,69020747.0
COD,2013,71358807.0
COD,2014,73767447.0
COD,2015,76244544.0
COD,2016,78789127.0
COD,2017,81398764.0
COD,2018,84068091.0
COD,2019,86790567.0
COG,2000,3127411.0
COG,2001,3217933.0
COG,2002,3310387.0
COG,2003,3406922.0
COG,2004,3510468.0
COG,2005,3622775.0
COG,2006,3745141.0
COG,2007,3876119.0
COG,2008,4011486.0
COG,2009,4145391.0
COG,2010,4273731.0
COG,2011,4394844.0
COG,2012,4510198.0
COG,2013,4622761.0
COG,2014,4736974.0
COG,2015,4856095.0
COG,2016,4980999.0
COG,2017,5110702.0
COG,2018,5244363.0
COG,2019,5380508.0
COK,2000,0.0
COK,2001,0.0
COK,2002,0.0
COK,2003,0.0
COK,2004,0.0
COK,2005,0.0
COK,2006,0.0
COK,2007,0.0
COK,2008,0.0
COK,2009,0.0
COK,2010,0.0
COK,2011,0.0
COK,2012,0.0
COK,2013,0.0
COK,2014,0.0
COK,2015,0.0
COK,2016,0.0
COK,2017,0.0
COK,2018,0.0
COK,2019,0.0
COL,2000,39629965.0
COL,2001,40255956.0
COL,2002,40875363.0
COL,2003,41483872.0
COL,2004,42075953.0
COL,2005,42647731.0
COL,2006,43200901.0
COL,2007,43737512.0
COL,2008,44254972.0
COL,2009,44750054.0
COL,2010,45222699.0
COL,2011,45662747.0
COL,2012,46075721.0
COL,2013,46495492.0
COL,2014,46967706.0
COL,2015,47520667.0
COL,2016,48175048.0
COL,2017,48909844.0
COL,2018,49661056.0
COL,2019,50339443.0
COM,2000,542357.0
COM,2001,555888.0
COM,2002,569479.0
COM,2003,583211.0
COM,2004,597228.0
COM,2005,611627.0
COM,2006,626425.0
COM,2007,641620.0
COM,2008,657229.0
COM,2009,673252.0
COM,2010,689692.0
COM,2011,706569.0
COM,2012,723871.0
COM,2013,741505.0
COM,2014,759390.0
COM,2015,777424.0
COM,2016,795592.0
COM,2017,813892.0
COM,2018,832322.0
COM,2019,850886.0
CPV,2000,428188.0
CPV,2001,435709.0
CPV,2002,442951.0
CPV,2003,449930.0
CPV,2004,456617.0
CPV,2005,463032.0
CPV,2006,469170.0
CPV,2007,475060.0
CPV,2008,480842.0
CPV,2009,486671.0
CPV,2010,492654.0
CPV,2011,498856.0
CPV,2012,505235.0
CPV,2013,511748.0
CPV,2014,518269.0
CPV,2015,524743.0
CPV,2016,531146.0
CPV,2017,537497.0
CPV,2018,543767.0
CPV,2019,549935.0
CRI,2000,3962372.0
CRI,2001,4034074.0
CRI,2002,4100925.0
CRI,2003,4164053.0
CRI,2004,4225155.0
CRI,2005,4285502.0
CRI,2006,4345412.0
CRI,2007,4404628.0
CRI,2008,4463125.0
CRI,2009,4520740.0
CRI,2010,4577378.0
CRI,2011,4633086.0
CRI,2012,4688000.0
CRI,2013,4742107.0
CRI,2014,4795396.0
CRI,2015,4847804.0
CRI,2016,4899345.0
CRI,2017,4949954.0
CRI,2018,4999441.0
CRI,2019,5047561.0
CUB,2000,11126430.0
CUB,2001,11164667.0
CUB,2002,11199651.0
CUB,2003,11229183.0
CUB,2004,11250365.0
CUB,2005,11261582.0
CUB,2006,11261248.0
CUB,2007,11251122.0
CUB,2008,11236971.0
CUB,2009,11226709.0
CUB,2010,11225832.0
CUB,2011,11236670.0
CUB,2012,11257101.0
CUB,2013,11282720.0
CUB,2014,11306902.0
CUB,2015,11324781.0
CUB,2016,11335109.0
CUB,2017,11339259.0
CUB,2018,11338138.0
CUB,2019,11333483.0
CYM,2000,42303.0
CYM,2001,43935.0
CYM,2002,45351.0
CYM,2003,46632.0
CYM,2004,47902.0
CYM,2005,49261.0
CYM,2006,50740.0
CYM,2007,52280.0
CYM,2008,53836.0
CYM,2009,55322.0
CYM,2010,56672.0
CYM,2011,57878.0
CYM,2012,58958.0
CYM,2013,59932.0
CYM,2014,60848.0
CYM,2015,61724.0
CYM,2016,62569.0
CYM,2017,63382.0
CYM,2018,64174.0
CYM,2019,64948.0
CYP,2000,943290.0
CYP,2001,960276.0
CYP,2002,976964.0
CYP,2003,993563.0
CYP,2004,1010408.0
CYP,2005,1027662.0
CYP,2006,1045507.0
CYP,2007,1063713.0
CYP,2008,1081563.0
CYP,2009,1098083.0
CYP,2010,1112612.0
CYP,2011,1124833.0
CYP,2012,1135046.0
CYP,2013,1143866.0
CYP,2014,1152285.0
CYP,2015,1160985.0
CYP,2016,1170187.0
CYP,2017,1179680.0
CYP,2018,1189265.0
CYP,2019,1198575.0
CZE,2000,10255063.0
CZE,2001,10216605.0
CZE,2002,10196916.0
CZE,2003,10193998.0
CZE,2004,10197101.0
CZE,2005,10211216.0
CZE,2006,10238905.0
CZE,2007,10298828.0
CZE,2008,10384603.0
CZE,2009,10443936.0
CZE,2010,10474410.0
CZE,2011,10496088.0
CZE,2012,10510785.0
CZE,2013,10514272.0
CZE,2014,10525347.0
CZE,2015,10546059.0
CZE,2016,10566332.0
CZE,2017,10594438.0
CZE,2018,10629928.0
CZE,2019,10669709.0
DEU,2000,82211508.0
DEU,2001,82349925.0
DEU,2002,82488495.0
DEU,2003,82534176.0
DEU,2004,82516260.0
DEU,2005,82469422.0
DEU,2006,82376451.0
DEU,2007,82266372.0
DEU,2008,82110097.0
DEU,2009,81902307.0
DEU,2010,81776930.0
DEU,2011,80274983.0
DEU,2012,80425823.0
DEU,2013,80645605.0
DEU,2014,80982500.0
DEU,2015,81686611.0
DEU,2016,82348669.0
DEU,2017,82657002.0
DEU,2018,82905782.0
DEU,2019,83132799.0
DJI,2000,717584.0
DJI,2001,733015.0
DJI,2002,746942.0
DJI,2003,759641.0
DJI,2004,771603.0
DJI,2005,783254.0
DJI,2006,794563.0
DJI,2007,805451.0
DJI,2008,816358.0
DJI,2009,827823.0
DJI,2010,840198.0
DJI,2011,853674.0
DJI,2012,868136.0
DJI,2013,883293.0
DJI,2014,898696.0
DJI,2015,913993.0
DJI,2016,929112.0
DJI,2017,944097.0
DJI,2018,958920.0
DJI,2019,973560.0
DMA,2000,69650.0
DMA,2001,69661.0
DMA,2002,69837.0
DMA,2003,70100.0
DMA,2004,70382.0
DMA,2005,70589.0
DMA,2006,70718.0
DMA,2007,70795.0
DMA,2008,70827.0
DMA,2009,70851.0
DMA,2010,70878.0
DMA,2011,70916.0
DMA,2012,70965.0
DMA,2013,71016.0
DMA,2014,71085.0
DMA,2015,71183.0
DMA,2016,71307.0
DMA,2017,71458.0
DMA,2018,71625.0
DMA,2019,71808.0
DNK,2000,5339616.0
DNK,2001,5358783.0
DNK,2002,5375931.0
DNK,2003,5390574.0
DNK,2004,5404523.0
DNK,2005,5419432.0
DNK,2006,5437272.0
DNK,2007,5461438.0
DNK,2008,5493621.0
DNK,2009,5523095.0
DNK,2010,5547683.0
DNK,2011,5570572.0
DNK,2012,5591572.0
DNK,2013,5614932.0
DNK,2014,5643475.0
DNK,2015,5683483.0
DNK,2016,5728010.0
DNK,2017,5764980.0
DNK,2018,5793636.0
DNK,2019,5818553.0
DOM,2000,8471321.0
DOM,2001,8598601.0
DOM,2002,8724975.0
DOM,2003,8850317.0
DOM,2004,8974444.0
DOM,2005,9097257.0
DOM,2006,9218686.0
DOM,2007,9338861.0
DOM,2008,9458075.0
DOM,2009,9576737.0
DOM,2010,9695121.0
DOM,2011,9813210.0
DOM,2012,9930911.0
DOM,2013,10048224.0
DOM,2014,10165178.0
DOM,2015,10281680.0
DOM,2016,10397743.0
DOM,2017,10513131.0
DOM,2018,10627165.0
DOM,2019,10738958.0
DZA,2000,31042235.0
DZA,2001,31451514.0
DZA,2002,31855109.0
DZA,2003,32264157.0
DZA,2004,32692163.0
DZA,2005,33149724.0
DZA,2006,33641002.0
DZA,2007,34166972.0
DZA,2008,34730608.0
DZA,2009,35333881.0
DZA,2010,35977455.0
DZA,2011,36661444.0
DZA,2012,37383887.0
DZA,2013,38140132.0
DZA,2014,38923687.0
DZA,2015,39728025.0
DZA,2016,40551404.0
DZA,2017,41389198.0
DZA,2018,42228429.0
DZA,2019,43053054.0
ECU,2000,12681123.0
ECU,2001,12914667.0
ECU,2002,13143465.0
ECU,2003,13369678.0
ECU,2004,13596388.0
ECU,2005,13825847.0
ECU,2006,14059384.0
ECU,2007,14296557.0
ECU,2008,14535739.0
ECU,2009,14774424.0
ECU,2010,15011117.0
ECU,2011,15243883.0
ECU,2012,15474102.0
ECU,2013,15707474.0
ECU,2014,15951838.0
ECU,2015,16212020.0
ECU,2016,16491115.0
ECU,2017,16785361.0
ECU,2018,17084357.0
ECU,2019,17373662.0
EGY,2000,68831561.0
EGY,2001,70152661.0
EGY,2002,71485043.0
EGY,2003,72826097.0
EGY,2004,74172073.0
EGY,2005,75523569.0
EGY,2006,76873663.0
EGY,2007,78232126.0
EGY,2008,79636079.0
